learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L01830,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01830,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-04-03,LMS
L01830,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-02-16,LMS
L01831,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-03-26,LMS
L01831,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-05-17,LMS
L01831,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-05-10,LMS
L01832,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-04-10,LMS
L01832,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-02-22,LMS
L01832,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-27,LMS
L01833,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-05-02,LMS
L01833,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-05-09,LMS
L01833,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-02-14,LMS
L01834,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01834,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-04-12,LMS
L01834,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-03-13,LMS
L01835,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-02-15,LMS
L01835,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-04-24,LMS
L01835,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-05-22,LMS
L01836,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-03-14,LMS
L01836,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01836,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-02-27,LMS
L01837,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-03-29,LMS
L01837,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-04-06,LMS
L01837,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-03-09,LMS
L01838,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-03-03,LMS
L01838,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01838,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-03-29,LMS
L01839,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-02-27,LMS
L01839,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01839,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01840,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-03-01,LMS
L01840,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-02-14,LMS
L01840,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-03-03,LMS
L01841,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-05-18,LMS
L01841,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01841,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01842,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-29,LMS
L01842,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-28,LMS
L01842,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01843,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-02-15,LMS
L01843,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-03-23,LMS
L01843,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-03-14,LMS
L01844,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-02-23,LMS
L01844,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01844,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-22,LMS
L01845,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-03-21,LMS
L01845,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-04-12,LMS
L01845,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-02-19,LMS
L01846,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-16,LMS
L01846,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01846,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01847,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-04-19,LMS
L01847,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01847,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-04-22,LMS
L01848,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-05-17,LMS
L01848,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01848,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-03-09,LMS
L01849,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-04-18,LMS
L01849,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-02-21,LMS
L01849,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-04-18,LMS
L01850,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-04-14,LMS
L01850,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-07,LMS
L01850,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-05-15,LMS
L01851,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-02-22,LMS
L01851,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01851,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01852,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-04-23,LMS
L01852,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-05-04,LMS
L01852,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-02-07,LMS
L01853,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-04-06,LMS
L01853,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01853,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-27,LMS
L01854,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-05-05,LMS
L01854,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-05-31,LMS
L01854,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01855,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-08,LMS
L01855,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-03-05,LMS
L01855,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01856,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-05-11,LMS
L01856,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-06-04,LMS
L01856,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-04-25,LMS
L01857,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-21,LMS
L01857,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-02-10,LMS
L01857,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01858,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-05-27,LMS
L01858,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-04-09,LMS
L01858,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-06-04,LMS
L01859,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-04-16,LMS
L01859,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-02-09,LMS
L01859,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-05-03,LMS
L01860,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-02-17,LMS
L01860,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-02-26,LMS
L01860,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-02-16,LMS
L01861,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-03-08,LMS
L01861,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-03-03,LMS
L01861,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-03-04,LMS
L01862,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-26,LMS
L01862,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-04-21,LMS
L01862,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-06-06,LMS
L01863,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-04-01,LMS
L01863,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-05-15,LMS
L01863,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-05-16,LMS
L01864,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-02-07,LMS
L01864,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-03-27,LMS
L01864,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-05-18,LMS
L01865,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-05-16,LMS
L01865,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01865,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01866,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-03-21,LMS
L01866,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-05-26,LMS
L01866,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01867,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-25,LMS
L01867,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-05-28,LMS
L01867,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-03-14,LMS
L01868,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-02-07,LMS
L01868,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01868,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-02-27,LMS
L01869,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-04-24,LMS
L01869,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-02-24,LMS
L01869,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-05-02,LMS
L01870,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-04-03,LMS
L01870,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-03-10,LMS
L01870,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-02-27,LMS
L01871,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-02-20,LMS
L01871,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01871,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-03-08,LMS
L01872,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-28,LMS
L01872,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-04-07,LMS
L01872,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-05-23,LMS
L01873,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-05-15,LMS
L01873,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01873,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-05-30,LMS
L01874,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-05-06,LMS
L01874,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-06-03,LMS
L01874,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-04-16,LMS
L01875,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-06-03,LMS
L01875,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01875,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-05-30,LMS
L01876,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-06,LMS
L01876,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01876,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-04,LMS
L01877,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-05-01,LMS
L01877,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-03-13,LMS
L01877,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-04-05,LMS
L01878,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-04-01,LMS
L01878,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-03-22,LMS
L01878,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-04-12,LMS
L01879,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01879,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01879,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,83,2026-05-07,LMS
L01880,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-04-10,LMS
L01880,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-06-06,LMS
L01880,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-04-24,LMS
L01881,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-03-19,LMS
L01881,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-05-12,LMS
L01881,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-05-09,LMS
L01882,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-06-04,LMS
L01882,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-02-23,LMS
L01882,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-22,LMS
L01883,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-04-24,LMS
L01883,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-04-20,LMS
L01883,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01884,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-03-26,LMS
L01884,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-03-30,LMS
L01884,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-04-13,LMS
L01885,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-05-03,LMS
L01885,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-02-24,LMS
L01885,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-04-04,LMS
L01886,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-04-11,LMS
L01886,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-03-07,LMS
L01886,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-05-23,LMS
L01887,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-03-10,LMS
L01887,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01887,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-03-04,LMS
L01888,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-04-14,LMS
L01888,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-05-06,LMS
L01888,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01889,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-08,LMS
L01889,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-03-22,LMS
L01889,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01890,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01890,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-06-04,LMS
L01890,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-02-07,LMS
L01891,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01891,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-04-01,LMS
L01891,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-02-12,LMS
L01892,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-05-02,LMS
L01892,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-03-19,LMS
L01892,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-05-04,LMS
L01893,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-05-15,LMS
L01893,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-05-30,LMS
L01893,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-05-06,LMS
L01894,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-02-23,LMS
L01894,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01894,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01895,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01895,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-05-09,LMS
L01895,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01896,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-05-08,LMS
L01896,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-04-17,LMS
L01896,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-02-24,LMS
L01897,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01897,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01897,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-03-28,LMS
L01898,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-05-11,LMS
L01898,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-05-03,LMS
L01898,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-07,LMS
L01899,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01899,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-02-25,LMS
L01899,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-04-18,LMS
L01900,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-03-26,LMS
L01900,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01900,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-03-03,LMS
L01901,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-02-27,LMS
L01901,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01901,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-04-19,LMS
L01902,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01902,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01902,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-04-19,LMS
L01903,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-02-19,LMS
L01903,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-04-03,LMS
L01903,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-03-25,LMS
L01904,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-04-06,LMS
L01904,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01904,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-03-10,LMS
L01905,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-31,LMS
L01905,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01905,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-03-29,LMS
L01906,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-05-30,LMS
L01906,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-05-21,LMS
L01906,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-03-22,LMS
L01907,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-03,LMS
L01907,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-04-10,LMS
L01907,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-04,LMS
L01908,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-23,LMS
L01908,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-02-16,LMS
L01908,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01909,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-02-20,LMS
L01909,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-02-28,LMS
L01909,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-05-28,LMS
L01910,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01910,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-03-17,LMS
L01910,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-05-24,LMS
L01911,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-04-09,LMS
L01911,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-05-13,LMS
L01911,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01912,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-03-10,LMS
L01912,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-03-21,LMS
L01912,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-03-28,LMS
L01913,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01913,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-04-03,LMS
L01913,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-05-23,LMS
L01914,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01914,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-02-18,LMS
L01914,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-03-21,LMS
L01915,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-03-27,LMS
L01915,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L01915,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-03-16,LMS
L01916,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-05-27,LMS
L01916,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-04-25,LMS
L01916,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01917,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-03-04,LMS
L01917,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-06-06,LMS
L01917,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-03-12,LMS
L01918,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-03-25,LMS
L01918,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-05-16,LMS
L01918,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01919,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-02-19,LMS
L01919,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-05-26,LMS
L01919,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,77,2026-03-09,LMS
L01920,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-10,LMS
L01920,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-05-15,LMS
L01920,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L01921,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-02-14,LMS
L01921,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-04-28,LMS
L01921,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-13,LMS
L01922,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L01922,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-03-24,LMS
L01922,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-02-17,LMS
L01923,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-04-27,LMS
L01923,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-03-07,LMS
