learner_id,certification_id,assessment_id,assessment_name,latest_score,passed,attempts,last_attempt_on,source_system
L00655,cert-enterprise-ai-safety,A-L00655,Certification Readiness Practice Assessment,67,False,1,2026-06-05,AssessmentPlatform
L00656,cert-enterprise-ai-safety,A-L00656,Certification Readiness Practice Assessment,90,True,1,2026-05-12,AssessmentPlatform
L00657,cert-enterprise-ai-safety,A-L00657,Certification Readiness Practice Assessment,71,False,2,2026-04-20,AssessmentPlatform
L00658,cert-enterprise-ai-safety,A-L00658,Certification Readiness Practice Assessment,74,False,1,2026-04-12,AssessmentPlatform
L00659,cert-enterprise-ai-safety,A-L00659,Certification Readiness Practice Assessment,84,True,3,2026-05-22,AssessmentPlatform
L00660,cert-enterprise-ai-safety,A-L00660,Certification Readiness Practice Assessment,59,False,3,2026-04-17,AssessmentPlatform
L00661,cert-enterprise-ai-safety,A-L00661,Certification Readiness Practice Assessment,99,True,3,2026-05-11,AssessmentPlatform
L00662,cert-enterprise-ai-safety,A-L00662,Certification Readiness Practice Assessment,78,False,3,2026-05-31,AssessmentPlatform
L00663,cert-enterprise-ai-safety,A-L00663,Certification Readiness Practice Assessment,60,False,2,2026-06-05,AssessmentPlatform
L00664,cert-enterprise-ai-safety,A-L00664,Certification Readiness Practice Assessment,94,True,3,2026-04-10,AssessmentPlatform
L00665,cert-enterprise-ai-safety,A-L00665,Certification Readiness Practice Assessment,99,True,1,2026-04-17,AssessmentPlatform
L00666,cert-enterprise-ai-safety,A-L00666,Certification Readiness Practice Assessment,66,False,3,2026-05-27,AssessmentPlatform
L00667,cert-enterprise-ai-safety,A-L00667,Certification Readiness Practice Assessment,72,False,1,2026-05-12,AssessmentPlatform
L00668,cert-enterprise-ai-safety,A-L00668,Certification Readiness Practice Assessment,88,True,2,2026-06-01,AssessmentPlatform
L00669,cert-enterprise-ai-safety,A-L00669,Certification Readiness Practice Assessment,79,False,1,2026-04-08,AssessmentPlatform
L00670,cert-enterprise-ai-safety,A-L00670,Certification Readiness Practice Assessment,68,False,1,2026-05-15,AssessmentPlatform
L00671,cert-enterprise-ai-safety,A-L00671,Certification Readiness Practice Assessment,69,False,1,2026-05-21,AssessmentPlatform
L00672,cert-enterprise-ai-safety,A-L00672,Certification Readiness Practice Assessment,83,True,3,2026-06-05,AssessmentPlatform
L00673,cert-enterprise-ai-safety,A-L00673,Certification Readiness Practice Assessment,74,False,1,2026-05-31,AssessmentPlatform
L00674,cert-enterprise-ai-safety,A-L00674,Certification Readiness Practice Assessment,87,True,2,2026-05-29,AssessmentPlatform
L00675,cert-enterprise-ai-safety,A-L00675,Certification Readiness Practice Assessment,62,False,1,2026-05-22,AssessmentPlatform
L00676,cert-enterprise-ai-safety,A-L00676,Certification Readiness Practice Assessment,98,True,2,2026-04-11,AssessmentPlatform
L00677,cert-enterprise-ai-safety,A-L00677,Certification Readiness Practice Assessment,64,False,3,2026-05-15,AssessmentPlatform
L00678,cert-enterprise-ai-safety,A-L00678,Certification Readiness Practice Assessment,60,False,1,2026-05-16,AssessmentPlatform
L00679,cert-enterprise-ai-safety,A-L00679,Certification Readiness Practice Assessment,55,False,1,2026-04-09,AssessmentPlatform
L00680,cert-enterprise-ai-safety,A-L00680,Certification Readiness Practice Assessment,76,False,2,2026-05-22,AssessmentPlatform
L00681,cert-enterprise-ai-safety,A-L00681,Certification Readiness Practice Assessment,62,False,1,2026-05-14,AssessmentPlatform
L00682,cert-enterprise-ai-safety,A-L00682,Certification Readiness Practice Assessment,69,False,3,2026-04-10,AssessmentPlatform
L00683,cert-enterprise-ai-safety,A-L00683,Certification Readiness Practice Assessment,82,True,2,2026-06-02,AssessmentPlatform
L00684,cert-enterprise-ai-safety,A-L00684,Certification Readiness Practice Assessment,55,False,3,2026-06-02,AssessmentPlatform
L00685,cert-enterprise-ai-safety,A-L00685,Certification Readiness Practice Assessment,80,True,3,2026-05-17,AssessmentPlatform
L00686,cert-enterprise-ai-safety,A-L00686,Certification Readiness Practice Assessment,68,False,2,2026-04-20,AssessmentPlatform
L00687,cert-enterprise-ai-safety,A-L00687,Certification Readiness Practice Assessment,86,True,3,2026-04-15,AssessmentPlatform
L00688,cert-enterprise-ai-safety,A-L00688,Certification Readiness Practice Assessment,58,False,1,2026-04-30,AssessmentPlatform
L00689,cert-enterprise-ai-safety,A-L00689,Certification Readiness Practice Assessment,85,True,1,2026-04-11,AssessmentPlatform
L00690,cert-enterprise-ai-safety,A-L00690,Certification Readiness Practice Assessment,60,False,3,2026-05-31,AssessmentPlatform
L00691,cert-enterprise-ai-safety,A-L00691,Certification Readiness Practice Assessment,61,False,2,2026-05-27,AssessmentPlatform
L00692,cert-enterprise-ai-safety,A-L00692,Certification Readiness Practice Assessment,64,False,2,2026-04-10,AssessmentPlatform
L00693,cert-enterprise-ai-safety,A-L00693,Certification Readiness Practice Assessment,72,False,2,2026-05-10,AssessmentPlatform
L00694,cert-enterprise-ai-safety,A-L00694,Certification Readiness Practice Assessment,69,False,1,2026-04-25,AssessmentPlatform
L00695,cert-enterprise-ai-safety,A-L00695,Certification Readiness Practice Assessment,92,True,3,2026-04-16,AssessmentPlatform
L00696,cert-enterprise-ai-safety,A-L00696,Certification Readiness Practice Assessment,89,True,2,2026-05-02,AssessmentPlatform
L00697,cert-enterprise-ai-safety,A-L00697,Certification Readiness Practice Assessment,61,False,1,2026-04-12,AssessmentPlatform
L00698,cert-enterprise-ai-safety,A-L00698,Certification Readiness Practice Assessment,56,False,2,2026-05-31,AssessmentPlatform
L00699,cert-enterprise-ai-safety,A-L00699,Certification Readiness Practice Assessment,60,False,1,2026-05-02,AssessmentPlatform
L00700,cert-enterprise-ai-safety,A-L00700,Certification Readiness Practice Assessment,92,True,3,2026-04-17,AssessmentPlatform
L00701,cert-enterprise-ai-safety,A-L00701,Certification Readiness Practice Assessment,56,False,1,2026-05-18,AssessmentPlatform
L00702,cert-enterprise-ai-safety,A-L00702,Certification Readiness Practice Assessment,75,False,1,2026-04-15,AssessmentPlatform
L00703,cert-enterprise-ai-safety,A-L00703,Certification Readiness Practice Assessment,62,False,2,2026-05-04,AssessmentPlatform
L00704,cert-enterprise-ai-safety,A-L00704,Certification Readiness Practice Assessment,69,False,1,2026-04-10,AssessmentPlatform
L00705,cert-enterprise-ai-safety,A-L00705,Certification Readiness Practice Assessment,87,True,1,2026-04-22,AssessmentPlatform
L00706,cert-enterprise-ai-safety,A-L00706,Certification Readiness Practice Assessment,58,False,3,2026-04-25,AssessmentPlatform
L00707,cert-enterprise-ai-safety,A-L00707,Certification Readiness Practice Assessment,93,True,1,2026-05-26,AssessmentPlatform
L00708,cert-enterprise-ai-safety,A-L00708,Certification Readiness Practice Assessment,87,True,3,2026-06-04,AssessmentPlatform
L00709,cert-enterprise-ai-safety,A-L00709,Certification Readiness Practice Assessment,77,False,2,2026-04-23,AssessmentPlatform
L00710,cert-enterprise-ai-safety,A-L00710,Certification Readiness Practice Assessment,96,True,3,2026-04-08,AssessmentPlatform
L00711,cert-enterprise-ai-safety,A-L00711,Certification Readiness Practice Assessment,92,True,1,2026-06-03,AssessmentPlatform
L00712,cert-enterprise-ai-safety,A-L00712,Certification Readiness Practice Assessment,71,False,3,2026-04-27,AssessmentPlatform
L00713,cert-enterprise-ai-safety,A-L00713,Certification Readiness Practice Assessment,96,True,3,2026-05-18,AssessmentPlatform
L00714,cert-enterprise-ai-safety,A-L00714,Certification Readiness Practice Assessment,100,True,3,2026-05-27,AssessmentPlatform
L00715,cert-enterprise-ai-safety,A-L00715,Certification Readiness Practice Assessment,79,False,1,2026-04-23,AssessmentPlatform
L00716,cert-enterprise-ai-safety,A-L00716,Certification Readiness Practice Assessment,84,True,3,2026-05-03,AssessmentPlatform
L00717,cert-enterprise-ai-safety,A-L00717,Certification Readiness Practice Assessment,77,False,1,2026-04-08,AssessmentPlatform
L00718,cert-enterprise-ai-safety,A-L00718,Certification Readiness Practice Assessment,70,False,1,2026-04-30,AssessmentPlatform
L00719,cert-enterprise-ai-safety,A-L00719,Certification Readiness Practice Assessment,56,False,2,2026-05-03,AssessmentPlatform
L00720,cert-enterprise-ai-safety,A-L00720,Certification Readiness Practice Assessment,83,True,2,2026-05-02,AssessmentPlatform
L00721,cert-enterprise-ai-safety,A-L00721,Certification Readiness Practice Assessment,65,False,3,2026-04-08,AssessmentPlatform
L00722,cert-enterprise-ai-safety,A-L00722,Certification Readiness Practice Assessment,99,True,3,2026-05-11,AssessmentPlatform
L00723,cert-enterprise-ai-safety,A-L00723,Certification Readiness Practice Assessment,74,False,3,2026-04-15,AssessmentPlatform
L00724,cert-enterprise-ai-safety,A-L00724,Certification Readiness Practice Assessment,64,False,2,2026-05-13,AssessmentPlatform
L00725,cert-enterprise-ai-safety,A-L00725,Certification Readiness Practice Assessment,74,False,2,2026-04-11,AssessmentPlatform
L00726,cert-enterprise-ai-safety,A-L00726,Certification Readiness Practice Assessment,90,True,2,2026-05-23,AssessmentPlatform
L00727,cert-enterprise-ai-safety,A-L00727,Certification Readiness Practice Assessment,71,False,1,2026-05-18,AssessmentPlatform
L00728,cert-enterprise-ai-safety,A-L00728,Certification Readiness Practice Assessment,62,False,1,2026-04-26,AssessmentPlatform
L00729,cert-enterprise-ai-safety,A-L00729,Certification Readiness Practice Assessment,79,False,3,2026-04-14,AssessmentPlatform
L00730,cert-enterprise-ai-safety,A-L00730,Certification Readiness Practice Assessment,72,False,1,2026-05-24,AssessmentPlatform
L00731,cert-enterprise-ai-safety,A-L00731,Certification Readiness Practice Assessment,90,True,1,2026-05-23,AssessmentPlatform
L00732,cert-enterprise-ai-safety,A-L00732,Certification Readiness Practice Assessment,85,True,3,2026-04-26,AssessmentPlatform
L00733,cert-enterprise-ai-safety,A-L00733,Certification Readiness Practice Assessment,61,False,1,2026-05-08,AssessmentPlatform
L00734,cert-enterprise-ai-safety,A-L00734,Certification Readiness Practice Assessment,56,False,2,2026-05-01,AssessmentPlatform
L00735,cert-enterprise-ai-safety,A-L00735,Certification Readiness Practice Assessment,68,False,2,2026-05-13,AssessmentPlatform
L00736,cert-enterprise-ai-safety,A-L00736,Certification Readiness Practice Assessment,61,False,3,2026-04-22,AssessmentPlatform
L00737,cert-enterprise-ai-safety,A-L00737,Certification Readiness Practice Assessment,96,True,1,2026-04-16,AssessmentPlatform
L00738,cert-enterprise-ai-safety,A-L00738,Certification Readiness Practice Assessment,92,True,3,2026-04-30,AssessmentPlatform
L00739,cert-enterprise-ai-safety,A-L00739,Certification Readiness Practice Assessment,82,True,1,2026-05-02,AssessmentPlatform
L00740,cert-enterprise-ai-safety,A-L00740,Certification Readiness Practice Assessment,77,False,3,2026-05-13,AssessmentPlatform
L00741,cert-enterprise-ai-safety,A-L00741,Certification Readiness Practice Assessment,98,True,1,2026-05-03,AssessmentPlatform
L00742,cert-enterprise-ai-safety,A-L00742,Certification Readiness Practice Assessment,55,False,3,2026-05-02,AssessmentPlatform
L00743,cert-enterprise-ai-safety,A-L00743,Certification Readiness Practice Assessment,55,False,2,2026-06-05,AssessmentPlatform
L00744,cert-enterprise-ai-safety,A-L00744,Certification Readiness Practice Assessment,76,False,1,2026-05-05,AssessmentPlatform
L00745,cert-enterprise-ai-safety,A-L00745,Certification Readiness Practice Assessment,93,True,2,2026-05-31,AssessmentPlatform
L00746,cert-enterprise-ai-safety,A-L00746,Certification Readiness Practice Assessment,85,True,2,2026-04-10,AssessmentPlatform
L00747,cert-enterprise-ai-safety,A-L00747,Certification Readiness Practice Assessment,87,True,3,2026-04-13,AssessmentPlatform
L00748,cert-enterprise-ai-safety,A-L00748,Certification Readiness Practice Assessment,62,False,1,2026-05-25,AssessmentPlatform
L00749,cert-enterprise-ai-safety,A-L00749,Certification Readiness Practice Assessment,76,False,3,2026-05-03,AssessmentPlatform
L00750,cert-enterprise-ai-safety,A-L00750,Certification Readiness Practice Assessment,59,False,2,2026-04-10,AssessmentPlatform
L00751,cert-enterprise-ai-safety,A-L00751,Certification Readiness Practice Assessment,66,False,1,2026-05-26,AssessmentPlatform
L00752,cert-enterprise-ai-safety,A-L00752,Certification Readiness Practice Assessment,76,False,3,2026-05-14,AssessmentPlatform
L00753,cert-enterprise-ai-safety,A-L00753,Certification Readiness Practice Assessment,95,True,3,2026-05-09,AssessmentPlatform
L00754,cert-enterprise-ai-safety,A-L00754,Certification Readiness Practice Assessment,85,True,1,2026-05-10,AssessmentPlatform
L00755,cert-enterprise-ai-safety,A-L00755,Certification Readiness Practice Assessment,63,False,2,2026-04-08,AssessmentPlatform
L00756,cert-enterprise-ai-safety,A-L00756,Certification Readiness Practice Assessment,76,False,2,2026-04-19,AssessmentPlatform
L00757,cert-enterprise-ai-safety,A-L00757,Certification Readiness Practice Assessment,85,True,3,2026-04-15,AssessmentPlatform
L00758,cert-enterprise-ai-safety,A-L00758,Certification Readiness Practice Assessment,72,False,1,2026-04-11,AssessmentPlatform
L00759,cert-enterprise-ai-safety,A-L00759,Certification Readiness Practice Assessment,92,True,2,2026-05-29,AssessmentPlatform
L00760,cert-enterprise-ai-safety,A-L00760,Certification Readiness Practice Assessment,56,False,1,2026-04-27,AssessmentPlatform
L00761,cert-enterprise-ai-safety,A-L00761,Certification Readiness Practice Assessment,95,True,1,2026-05-03,AssessmentPlatform
L00762,cert-enterprise-ai-safety,A-L00762,Certification Readiness Practice Assessment,92,True,3,2026-06-02,AssessmentPlatform
L00763,cert-enterprise-ai-safety,A-L00763,Certification Readiness Practice Assessment,95,True,1,2026-06-02,AssessmentPlatform
L00764,cert-enterprise-ai-safety,A-L00764,Certification Readiness Practice Assessment,56,False,2,2026-04-17,AssessmentPlatform
L00765,cert-enterprise-ai-safety,A-L00765,Certification Readiness Practice Assessment,76,False,3,2026-04-26,AssessmentPlatform
L00766,cert-enterprise-ai-safety,A-L00766,Certification Readiness Practice Assessment,91,True,2,2026-04-30,AssessmentPlatform
L00767,cert-enterprise-ai-safety,A-L00767,Certification Readiness Practice Assessment,66,False,2,2026-05-30,AssessmentPlatform
L00768,cert-enterprise-ai-safety,A-L00768,Certification Readiness Practice Assessment,56,False,1,2026-05-13,AssessmentPlatform
L00769,cert-enterprise-ai-safety,A-L00769,Certification Readiness Practice Assessment,57,False,2,2026-04-17,AssessmentPlatform
L00770,cert-enterprise-ai-safety,A-L00770,Certification Readiness Practice Assessment,64,False,2,2026-04-27,AssessmentPlatform
L00771,cert-enterprise-ai-safety,A-L00771,Certification Readiness Practice Assessment,91,True,1,2026-04-24,AssessmentPlatform
L00772,cert-enterprise-ai-safety,A-L00772,Certification Readiness Practice Assessment,70,False,3,2026-05-27,AssessmentPlatform
L00773,cert-enterprise-ai-safety,A-L00773,Certification Readiness Practice Assessment,87,True,3,2026-04-23,AssessmentPlatform
L00774,cert-enterprise-ai-safety,A-L00774,Certification Readiness Practice Assessment,71,False,1,2026-04-20,AssessmentPlatform
L00775,cert-enterprise-ai-safety,A-L00775,Certification Readiness Practice Assessment,70,False,3,2026-05-22,AssessmentPlatform
L00776,cert-enterprise-ai-safety,A-L00776,Certification Readiness Practice Assessment,83,True,2,2026-06-05,AssessmentPlatform
L00777,cert-enterprise-ai-safety,A-L00777,Certification Readiness Practice Assessment,58,False,2,2026-06-06,AssessmentPlatform
L00778,cert-enterprise-ai-safety,A-L00778,Certification Readiness Practice Assessment,61,False,1,2026-05-11,AssessmentPlatform
L00779,cert-enterprise-ai-safety,A-L00779,Certification Readiness Practice Assessment,91,True,3,2026-05-19,AssessmentPlatform
L00780,cert-enterprise-ai-safety,A-L00780,Certification Readiness Practice Assessment,63,False,3,2026-05-27,AssessmentPlatform
L00781,cert-enterprise-ai-safety,A-L00781,Certification Readiness Practice Assessment,85,True,2,2026-05-18,AssessmentPlatform
L00782,cert-enterprise-ai-safety,A-L00782,Certification Readiness Practice Assessment,63,False,3,2026-04-22,AssessmentPlatform
L00783,cert-enterprise-ai-safety,A-L00783,Certification Readiness Practice Assessment,100,True,2,2026-05-12,AssessmentPlatform
L00784,cert-enterprise-ai-safety,A-L00784,Certification Readiness Practice Assessment,80,True,3,2026-05-13,AssessmentPlatform
L00785,cert-enterprise-ai-safety,A-L00785,Certification Readiness Practice Assessment,94,True,3,2026-05-18,AssessmentPlatform
L00786,cert-enterprise-ai-safety,A-L00786,Certification Readiness Practice Assessment,60,False,2,2026-06-02,AssessmentPlatform
L00787,cert-enterprise-ai-safety,A-L00787,Certification Readiness Practice Assessment,97,True,3,2026-04-08,AssessmentPlatform
L00788,cert-enterprise-ai-safety,A-L00788,Certification Readiness Practice Assessment,56,False,1,2026-04-24,AssessmentPlatform
L00789,cert-enterprise-ai-safety,A-L00789,Certification Readiness Practice Assessment,71,False,2,2026-05-29,AssessmentPlatform
L00790,cert-enterprise-ai-safety,A-L00790,Certification Readiness Practice Assessment,87,True,3,2026-05-16,AssessmentPlatform
L00791,cert-enterprise-ai-safety,A-L00791,Certification Readiness Practice Assessment,63,False,1,2026-04-15,AssessmentPlatform
L00792,cert-enterprise-ai-safety,A-L00792,Certification Readiness Practice Assessment,96,True,2,2026-05-17,AssessmentPlatform
L00793,cert-enterprise-ai-safety,A-L00793,Certification Readiness Practice Assessment,57,False,3,2026-05-01,AssessmentPlatform
L00794,cert-enterprise-ai-safety,A-L00794,Certification Readiness Practice Assessment,97,True,1,2026-06-02,AssessmentPlatform
L00795,cert-enterprise-ai-safety,A-L00795,Certification Readiness Practice Assessment,86,True,3,2026-04-28,AssessmentPlatform
L00796,cert-enterprise-ai-safety,A-L00796,Certification Readiness Practice Assessment,79,False,1,2026-05-15,AssessmentPlatform
L00797,cert-enterprise-ai-safety,A-L00797,Certification Readiness Practice Assessment,57,False,2,2026-05-03,AssessmentPlatform
L00798,cert-enterprise-ai-safety,A-L00798,Certification Readiness Practice Assessment,78,False,2,2026-05-15,AssessmentPlatform
L00799,cert-enterprise-ai-safety,A-L00799,Certification Readiness Practice Assessment,93,True,2,2026-05-29,AssessmentPlatform
L00800,cert-enterprise-ai-safety,A-L00800,Certification Readiness Practice Assessment,85,True,1,2026-04-11,AssessmentPlatform
L00801,cert-enterprise-ai-safety,A-L00801,Certification Readiness Practice Assessment,73,False,1,2026-06-04,AssessmentPlatform
L00802,cert-enterprise-ai-safety,A-L00802,Certification Readiness Practice Assessment,98,True,2,2026-04-08,AssessmentPlatform
L00803,cert-enterprise-ai-safety,A-L00803,Certification Readiness Practice Assessment,75,False,3,2026-04-23,AssessmentPlatform
L00804,cert-enterprise-ai-safety,A-L00804,Certification Readiness Practice Assessment,59,False,2,2026-05-08,AssessmentPlatform
L00805,cert-enterprise-ai-safety,A-L00805,Certification Readiness Practice Assessment,93,True,3,2026-04-09,AssessmentPlatform
L00806,cert-enterprise-ai-safety,A-L00806,Certification Readiness Practice Assessment,56,False,1,2026-05-06,AssessmentPlatform
L00807,cert-enterprise-ai-safety,A-L00807,Certification Readiness Practice Assessment,66,False,1,2026-05-03,AssessmentPlatform
L00808,cert-enterprise-ai-safety,A-L00808,Certification Readiness Practice Assessment,71,False,1,2026-05-23,AssessmentPlatform
L00809,cert-enterprise-ai-safety,A-L00809,Certification Readiness Practice Assessment,58,False,2,2026-04-09,AssessmentPlatform
L00810,cert-enterprise-ai-safety,A-L00810,Certification Readiness Practice Assessment,90,True,3,2026-05-14,AssessmentPlatform
L00811,cert-enterprise-ai-safety,A-L00811,Certification Readiness Practice Assessment,76,False,3,2026-04-26,AssessmentPlatform
L00812,cert-enterprise-ai-safety,A-L00812,Certification Readiness Practice Assessment,88,True,3,2026-05-09,AssessmentPlatform
L00813,cert-enterprise-ai-safety,A-L00813,Certification Readiness Practice Assessment,77,False,3,2026-04-24,AssessmentPlatform
L00814,cert-enterprise-ai-safety,A-L00814,Certification Readiness Practice Assessment,61,False,3,2026-05-10,AssessmentPlatform
L00815,cert-enterprise-ai-safety,A-L00815,Certification Readiness Practice Assessment,84,True,1,2026-05-22,AssessmentPlatform
L00816,cert-enterprise-ai-safety,A-L00816,Certification Readiness Practice Assessment,97,True,3,2026-05-07,AssessmentPlatform
L00817,cert-enterprise-ai-safety,A-L00817,Certification Readiness Practice Assessment,91,True,3,2026-05-31,AssessmentPlatform
L00818,cert-enterprise-ai-safety,A-L00818,Certification Readiness Practice Assessment,67,False,3,2026-06-06,AssessmentPlatform
L00819,cert-enterprise-ai-safety,A-L00819,Certification Readiness Practice Assessment,99,True,2,2026-05-21,AssessmentPlatform
L00820,cert-enterprise-ai-safety,A-L00820,Certification Readiness Practice Assessment,70,False,3,2026-05-03,AssessmentPlatform
L00821,cert-enterprise-ai-safety,A-L00821,Certification Readiness Practice Assessment,87,True,3,2026-04-20,AssessmentPlatform
L00822,cert-enterprise-ai-safety,A-L00822,Certification Readiness Practice Assessment,98,True,1,2026-04-30,AssessmentPlatform
L00823,cert-enterprise-ai-safety,A-L00823,Certification Readiness Practice Assessment,69,False,1,2026-06-04,AssessmentPlatform
L00824,cert-enterprise-ai-safety,A-L00824,Certification Readiness Practice Assessment,87,True,1,2026-05-06,AssessmentPlatform
L00825,cert-enterprise-ai-safety,A-L00825,Certification Readiness Practice Assessment,75,False,1,2026-04-28,AssessmentPlatform
L00826,cert-enterprise-ai-safety,A-L00826,Certification Readiness Practice Assessment,81,True,3,2026-04-16,AssessmentPlatform
L00827,cert-enterprise-ai-safety,A-L00827,Certification Readiness Practice Assessment,81,True,3,2026-05-23,AssessmentPlatform
L00828,cert-enterprise-ai-safety,A-L00828,Certification Readiness Practice Assessment,98,True,1,2026-05-18,AssessmentPlatform
L00829,cert-enterprise-ai-safety,A-L00829,Certification Readiness Practice Assessment,57,False,1,2026-05-22,AssessmentPlatform
L00830,cert-enterprise-ai-safety,A-L00830,Certification Readiness Practice Assessment,80,True,3,2026-05-08,AssessmentPlatform
L00831,cert-enterprise-ai-safety,A-L00831,Certification Readiness Practice Assessment,96,True,2,2026-04-27,AssessmentPlatform
L00832,cert-enterprise-ai-safety,A-L00832,Certification Readiness Practice Assessment,94,True,2,2026-05-18,AssessmentPlatform
L00833,cert-enterprise-ai-safety,A-L00833,Certification Readiness Practice Assessment,78,False,2,2026-05-03,AssessmentPlatform
L00834,cert-enterprise-ai-safety,A-L00834,Certification Readiness Practice Assessment,96,True,3,2026-04-25,AssessmentPlatform
L00835,cert-enterprise-ai-safety,A-L00835,Certification Readiness Practice Assessment,76,False,1,2026-05-20,AssessmentPlatform
L00836,cert-enterprise-ai-safety,A-L00836,Certification Readiness Practice Assessment,76,False,3,2026-04-16,AssessmentPlatform
L00837,cert-enterprise-ai-safety,A-L00837,Certification Readiness Practice Assessment,91,True,1,2026-04-22,AssessmentPlatform
L00838,cert-enterprise-ai-safety,A-L00838,Certification Readiness Practice Assessment,98,True,2,2026-04-23,AssessmentPlatform
L00839,cert-enterprise-ai-safety,A-L00839,Certification Readiness Practice Assessment,55,False,2,2026-04-13,AssessmentPlatform
L00840,cert-enterprise-ai-safety,A-L00840,Certification Readiness Practice Assessment,85,True,3,2026-05-25,AssessmentPlatform
L00841,cert-enterprise-ai-safety,A-L00841,Certification Readiness Practice Assessment,79,False,3,2026-05-29,AssessmentPlatform
L00842,cert-enterprise-ai-safety,A-L00842,Certification Readiness Practice Assessment,94,True,3,2026-06-06,AssessmentPlatform
L00843,cert-enterprise-ai-safety,A-L00843,Certification Readiness Practice Assessment,63,False,3,2026-04-21,AssessmentPlatform
L00844,cert-enterprise-ai-safety,A-L00844,Certification Readiness Practice Assessment,74,False,1,2026-06-05,AssessmentPlatform
L00845,cert-enterprise-ai-safety,A-L00845,Certification Readiness Practice Assessment,64,False,2,2026-05-03,AssessmentPlatform
L00846,cert-enterprise-ai-safety,A-L00846,Certification Readiness Practice Assessment,85,True,1,2026-04-09,AssessmentPlatform
L00847,cert-enterprise-ai-safety,A-L00847,Certification Readiness Practice Assessment,64,False,3,2026-04-10,AssessmentPlatform
L00848,cert-enterprise-ai-safety,A-L00848,Certification Readiness Practice Assessment,79,False,2,2026-04-27,AssessmentPlatform
L00849,cert-enterprise-ai-safety,A-L00849,Certification Readiness Practice Assessment,76,False,1,2026-04-22,AssessmentPlatform
L00850,cert-enterprise-ai-safety,A-L00850,Certification Readiness Practice Assessment,78,False,3,2026-05-18,AssessmentPlatform
L00851,cert-enterprise-ai-safety,A-L00851,Certification Readiness Practice Assessment,87,True,3,2026-05-18,AssessmentPlatform
L00852,cert-enterprise-ai-safety,A-L00852,Certification Readiness Practice Assessment,82,True,2,2026-05-21,AssessmentPlatform
L00853,cert-enterprise-ai-safety,A-L00853,Certification Readiness Practice Assessment,94,True,3,2026-04-12,AssessmentPlatform
L00854,cert-enterprise-ai-safety,A-L00854,Certification Readiness Practice Assessment,61,False,1,2026-04-27,AssessmentPlatform
L00855,cert-enterprise-ai-safety,A-L00855,Certification Readiness Practice Assessment,97,True,3,2026-04-26,AssessmentPlatform
L00856,cert-enterprise-ai-safety,A-L00856,Certification Readiness Practice Assessment,68,False,2,2026-04-10,AssessmentPlatform
L00857,cert-enterprise-ai-safety,A-L00857,Certification Readiness Practice Assessment,93,True,1,2026-04-18,AssessmentPlatform
L00858,cert-enterprise-ai-safety,A-L00858,Certification Readiness Practice Assessment,71,False,3,2026-05-15,AssessmentPlatform
L00859,cert-enterprise-ai-safety,A-L00859,Certification Readiness Practice Assessment,71,False,3,2026-04-26,AssessmentPlatform
L00860,cert-enterprise-ai-safety,A-L00860,Certification Readiness Practice Assessment,98,True,2,2026-05-19,AssessmentPlatform
L00861,cert-enterprise-ai-safety,A-L00861,Certification Readiness Practice Assessment,64,False,3,2026-04-11,AssessmentPlatform
L00862,cert-enterprise-ai-safety,A-L00862,Certification Readiness Practice Assessment,99,True,3,2026-04-27,AssessmentPlatform
L00863,cert-enterprise-ai-safety,A-L00863,Certification Readiness Practice Assessment,78,False,2,2026-04-27,AssessmentPlatform
L00864,cert-enterprise-ai-safety,A-L00864,Certification Readiness Practice Assessment,77,False,2,2026-05-24,AssessmentPlatform
L00865,cert-enterprise-ai-safety,A-L00865,Certification Readiness Practice Assessment,83,True,2,2026-04-26,AssessmentPlatform
L00866,cert-enterprise-ai-safety,A-L00866,Certification Readiness Practice Assessment,75,False,2,2026-06-02,AssessmentPlatform
L00867,cert-enterprise-ai-safety,A-L00867,Certification Readiness Practice Assessment,77,False,3,2026-05-22,AssessmentPlatform
L00868,cert-enterprise-ai-safety,A-L00868,Certification Readiness Practice Assessment,91,True,3,2026-04-10,AssessmentPlatform
L00869,cert-enterprise-ai-safety,A-L00869,Certification Readiness Practice Assessment,77,False,1,2026-05-03,AssessmentPlatform
L00870,cert-enterprise-ai-safety,A-L00870,Certification Readiness Practice Assessment,81,True,3,2026-04-26,AssessmentPlatform
L00871,cert-enterprise-ai-safety,A-L00871,Certification Readiness Practice Assessment,64,False,1,2026-04-27,AssessmentPlatform
L00872,cert-enterprise-ai-safety,A-L00872,Certification Readiness Practice Assessment,90,True,3,2026-06-04,AssessmentPlatform
L00873,cert-enterprise-ai-safety,A-L00873,Certification Readiness Practice Assessment,82,True,1,2026-05-08,AssessmentPlatform
L00874,cert-enterprise-ai-safety,A-L00874,Certification Readiness Practice Assessment,65,False,1,2026-04-22,AssessmentPlatform
L00875,cert-enterprise-ai-safety,A-L00875,Certification Readiness Practice Assessment,97,True,2,2026-05-30,AssessmentPlatform
L00876,cert-enterprise-ai-safety,A-L00876,Certification Readiness Practice Assessment,74,False,3,2026-05-21,AssessmentPlatform
L00877,cert-enterprise-ai-safety,A-L00877,Certification Readiness Practice Assessment,59,False,2,2026-05-16,AssessmentPlatform
L00878,cert-enterprise-ai-safety,A-L00878,Certification Readiness Practice Assessment,64,False,3,2026-05-01,AssessmentPlatform
L00879,cert-enterprise-ai-safety,A-L00879,Certification Readiness Practice Assessment,71,False,1,2026-05-30,AssessmentPlatform
