learner_id,certification_id,manager_id,approval_status,approved_on,source_system
L01406,cert-enterprise-ai-safety,M051,approved,2026-05-26,ManagerPortal
L01407,cert-enterprise-ai-safety,M055,approved,2026-05-17,ManagerPortal
L01408,cert-enterprise-ai-safety,M022,approved,2026-05-04,ManagerPortal
L01409,cert-enterprise-ai-safety,M028,approved,2026-05-31,ManagerPortal
L01410,cert-enterprise-ai-safety,M047,approved,2026-04-26,ManagerPortal
L01411,cert-enterprise-ai-safety,M029,approved,2026-04-28,ManagerPortal
L01412,cert-enterprise-ai-safety,M072,approved,2026-04-29,ManagerPortal
L01413,cert-enterprise-ai-safety,M023,approved,2026-05-11,ManagerPortal
L01414,cert-enterprise-ai-safety,M077,approved,2026-05-09,ManagerPortal
L01415,cert-enterprise-ai-safety,M027,approved,2026-05-07,ManagerPortal
L01416,cert-enterprise-ai-safety,M060,approved,2026-05-28,ManagerPortal
L01417,cert-enterprise-ai-safety,M022,approved,2026-06-01,ManagerPortal
L01418,cert-enterprise-ai-safety,M027,approved,2026-05-31,ManagerPortal
L01419,cert-enterprise-ai-safety,M013,pending,,ManagerPortal
L01420,cert-enterprise-ai-safety,M059,approved,2026-05-29,ManagerPortal
L01421,cert-enterprise-ai-safety,M053,approved,2026-04-27,ManagerPortal
L01422,cert-enterprise-ai-safety,M036,approved,2026-05-06,ManagerPortal
L01423,cert-enterprise-ai-safety,M032,approved,2026-06-04,ManagerPortal
L01424,cert-enterprise-ai-safety,M021,approved,2026-05-10,ManagerPortal
L01425,cert-enterprise-ai-safety,M027,approved,2026-06-02,ManagerPortal
L01426,cert-enterprise-ai-safety,M043,approved,2026-05-21,ManagerPortal
L01427,cert-enterprise-ai-safety,M072,approved,2026-05-30,ManagerPortal
L01428,cert-enterprise-ai-safety,M031,approved,2026-06-01,ManagerPortal
L01429,cert-enterprise-ai-safety,M023,approved,2026-05-10,ManagerPortal
L01430,cert-enterprise-ai-safety,M078,approved,2026-05-25,ManagerPortal
L01431,cert-enterprise-ai-safety,M080,approved,2026-05-27,ManagerPortal
L01432,cert-enterprise-ai-safety,M076,pending,,ManagerPortal
L01433,cert-enterprise-ai-safety,M010,approved,2026-04-25,ManagerPortal
L01434,cert-enterprise-ai-safety,M013,approved,2026-05-22,ManagerPortal
L01435,cert-enterprise-ai-safety,M031,approved,2026-04-28,ManagerPortal
L01436,cert-enterprise-ai-safety,M022,approved,2026-06-04,ManagerPortal
L01437,cert-enterprise-ai-safety,M003,approved,2026-06-03,ManagerPortal
L01438,cert-enterprise-ai-safety,M047,pending,,ManagerPortal
L01439,cert-enterprise-ai-safety,M016,approved,2026-05-22,ManagerPortal
L01440,cert-enterprise-ai-safety,M066,approved,2026-05-29,ManagerPortal
L01441,cert-enterprise-ai-safety,M072,pending,,ManagerPortal
L01442,cert-enterprise-ai-safety,M078,approved,2026-05-30,ManagerPortal
L01443,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L01444,cert-enterprise-ai-safety,M061,pending,,ManagerPortal
L01445,cert-enterprise-ai-safety,M069,approved,2026-05-29,ManagerPortal
L01446,cert-enterprise-ai-safety,M055,approved,2026-06-06,ManagerPortal
L01447,cert-enterprise-ai-safety,M025,approved,2026-04-28,ManagerPortal
L01448,cert-enterprise-ai-safety,M050,approved,2026-05-04,ManagerPortal
L01449,cert-enterprise-ai-safety,M059,approved,2026-04-23,ManagerPortal
L01450,cert-enterprise-ai-safety,M032,approved,2026-05-03,ManagerPortal
L01451,cert-enterprise-ai-safety,M036,approved,2026-05-05,ManagerPortal
L01452,cert-enterprise-ai-safety,M049,approved,2026-05-25,ManagerPortal
L01453,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L01454,cert-enterprise-ai-safety,M049,approved,2026-05-19,ManagerPortal
L01455,cert-enterprise-ai-safety,M051,pending,,ManagerPortal
L01456,cert-enterprise-ai-safety,M031,approved,2026-06-05,ManagerPortal
L01457,cert-enterprise-ai-safety,M021,approved,2026-05-08,ManagerPortal
L01458,cert-enterprise-ai-safety,M014,approved,2026-04-25,ManagerPortal
L01459,cert-enterprise-ai-safety,M001,approved,2026-05-05,ManagerPortal
L01460,cert-enterprise-ai-safety,M021,approved,2026-05-28,ManagerPortal
L01461,cert-enterprise-ai-safety,M008,approved,2026-05-29,ManagerPortal
L01462,cert-enterprise-ai-safety,M037,pending,,ManagerPortal
L01463,cert-enterprise-ai-safety,M020,pending,,ManagerPortal
L01464,cert-enterprise-ai-safety,M049,approved,2026-04-27,ManagerPortal
L01465,cert-enterprise-ai-safety,M014,pending,,ManagerPortal
L01466,cert-enterprise-ai-safety,M012,pending,,ManagerPortal
L01467,cert-enterprise-ai-safety,M030,approved,2026-05-25,ManagerPortal
L01468,cert-enterprise-ai-safety,M057,approved,2026-05-10,ManagerPortal
L01469,cert-enterprise-ai-safety,M063,approved,2026-05-21,ManagerPortal
L01470,cert-enterprise-ai-safety,M054,pending,,ManagerPortal
L01471,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L01472,cert-enterprise-ai-safety,M038,approved,2026-05-22,ManagerPortal
L01473,cert-enterprise-ai-safety,M036,approved,2026-05-02,ManagerPortal
L01474,cert-enterprise-ai-safety,M011,approved,2026-05-17,ManagerPortal
L01475,cert-enterprise-ai-safety,M072,approved,2026-05-11,ManagerPortal
L01476,cert-enterprise-ai-safety,M008,approved,2026-05-31,ManagerPortal
L01477,cert-enterprise-ai-safety,M075,approved,2026-06-06,ManagerPortal
L01478,cert-enterprise-ai-safety,M065,approved,2026-05-26,ManagerPortal
L01479,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L01480,cert-enterprise-ai-safety,M061,approved,2026-04-26,ManagerPortal
L01481,cert-enterprise-ai-safety,M038,pending,,ManagerPortal
L01482,cert-enterprise-ai-safety,M024,approved,2026-05-17,ManagerPortal
L01483,cert-enterprise-ai-safety,M014,approved,2026-05-21,ManagerPortal
L01484,cert-enterprise-ai-safety,M029,approved,2026-05-24,ManagerPortal
L01485,cert-enterprise-ai-safety,M056,approved,2026-05-17,ManagerPortal
L01486,cert-enterprise-ai-safety,M001,approved,2026-05-15,ManagerPortal
L01487,cert-enterprise-ai-safety,M037,approved,2026-04-26,ManagerPortal
L01488,cert-enterprise-ai-safety,M003,approved,2026-05-09,ManagerPortal
L01489,cert-enterprise-ai-safety,M030,approved,2026-05-01,ManagerPortal
L01490,cert-enterprise-ai-safety,M050,approved,2026-05-30,ManagerPortal
L01491,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L01492,cert-enterprise-ai-safety,M060,pending,,ManagerPortal
L01493,cert-enterprise-ai-safety,M026,approved,2026-05-09,ManagerPortal
L01494,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L01495,cert-enterprise-ai-safety,M041,approved,2026-05-15,ManagerPortal
L01496,cert-enterprise-ai-safety,M045,approved,2026-05-05,ManagerPortal
L01497,cert-enterprise-ai-safety,M067,approved,2026-05-13,ManagerPortal
L01498,cert-enterprise-ai-safety,M029,approved,2026-05-29,ManagerPortal
L01499,cert-enterprise-ai-safety,M014,approved,2026-05-31,ManagerPortal
L01500,cert-enterprise-ai-safety,M041,approved,2026-05-18,ManagerPortal
L01501,cert-enterprise-ai-safety,M071,approved,2026-05-28,ManagerPortal
L01502,cert-enterprise-ai-safety,M023,approved,2026-04-28,ManagerPortal
L01503,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L01504,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
L01505,cert-enterprise-ai-safety,M064,approved,2026-04-25,ManagerPortal
L01506,cert-enterprise-ai-safety,M072,pending,,ManagerPortal
L01507,cert-enterprise-ai-safety,M076,approved,2026-05-10,ManagerPortal
L01508,cert-enterprise-ai-safety,M045,approved,2026-05-13,ManagerPortal
L01509,cert-enterprise-ai-safety,M044,approved,2026-05-09,ManagerPortal
L01510,cert-enterprise-ai-safety,M026,approved,2026-05-24,ManagerPortal
L01511,cert-enterprise-ai-safety,M055,pending,,ManagerPortal
L01512,cert-enterprise-ai-safety,M002,approved,2026-05-20,ManagerPortal
L01513,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L01514,cert-enterprise-ai-safety,M009,approved,2026-05-01,ManagerPortal
L01515,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L01516,cert-enterprise-ai-safety,M055,approved,2026-05-05,ManagerPortal
L01517,cert-enterprise-ai-safety,M052,approved,2026-04-25,ManagerPortal
L01518,cert-enterprise-ai-safety,M066,pending,,ManagerPortal
L01519,cert-enterprise-ai-safety,M010,approved,2026-04-23,ManagerPortal
L01520,cert-enterprise-ai-safety,M080,approved,2026-05-25,ManagerPortal
L01521,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L01522,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L01523,cert-enterprise-ai-safety,M018,pending,,ManagerPortal
L01524,cert-enterprise-ai-safety,M018,approved,2026-05-10,ManagerPortal
L01525,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L01526,cert-enterprise-ai-safety,M047,pending,,ManagerPortal
L01527,cert-enterprise-ai-safety,M068,pending,,ManagerPortal
L01528,cert-enterprise-ai-safety,M005,pending,,ManagerPortal
L01529,cert-enterprise-ai-safety,M022,approved,2026-05-25,ManagerPortal
L01530,cert-enterprise-ai-safety,M032,approved,2026-06-02,ManagerPortal
L01531,cert-enterprise-ai-safety,M018,approved,2026-05-03,ManagerPortal
L01532,cert-enterprise-ai-safety,M004,approved,2026-05-31,ManagerPortal
L01533,cert-enterprise-ai-safety,M052,approved,2026-05-28,ManagerPortal
L01534,cert-enterprise-ai-safety,M038,approved,2026-05-15,ManagerPortal
L01535,cert-enterprise-ai-safety,M010,approved,2026-05-31,ManagerPortal
L01536,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L01537,cert-enterprise-ai-safety,M041,approved,2026-06-05,ManagerPortal
L01538,cert-enterprise-ai-safety,M035,approved,2026-05-07,ManagerPortal
L01539,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L01540,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L01541,cert-enterprise-ai-safety,M008,pending,,ManagerPortal
L01542,cert-enterprise-ai-safety,M080,approved,2026-05-07,ManagerPortal
L01543,cert-enterprise-ai-safety,M039,approved,2026-05-15,ManagerPortal
L01544,cert-enterprise-ai-safety,M068,approved,2026-05-09,ManagerPortal
L01545,cert-enterprise-ai-safety,M019,approved,2026-04-23,ManagerPortal
L01546,cert-enterprise-ai-safety,M002,approved,2026-05-23,ManagerPortal
L01547,cert-enterprise-ai-safety,M039,approved,2026-04-25,ManagerPortal
L01548,cert-enterprise-ai-safety,M075,pending,,ManagerPortal
L01549,cert-enterprise-ai-safety,M003,approved,2026-05-23,ManagerPortal
L01550,cert-enterprise-ai-safety,M022,pending,,ManagerPortal
L01551,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L01552,cert-enterprise-ai-safety,M045,approved,2026-05-12,ManagerPortal
L01553,cert-enterprise-ai-safety,M077,approved,2026-04-25,ManagerPortal
L01554,cert-enterprise-ai-safety,M036,approved,2026-06-06,ManagerPortal
L01555,cert-enterprise-ai-safety,M033,approved,2026-04-27,ManagerPortal
L01556,cert-enterprise-ai-safety,M065,approved,2026-05-30,ManagerPortal
L01557,cert-enterprise-ai-safety,M039,pending,,ManagerPortal
L01558,cert-enterprise-ai-safety,M042,approved,2026-05-04,ManagerPortal
L01559,cert-enterprise-ai-safety,M009,approved,2026-05-05,ManagerPortal
L01560,cert-enterprise-ai-safety,M004,approved,2026-04-29,ManagerPortal
L01561,cert-enterprise-ai-safety,M066,approved,2026-05-30,ManagerPortal
L01562,cert-enterprise-ai-safety,M046,approved,2026-05-31,ManagerPortal
L01563,cert-enterprise-ai-safety,M020,approved,2026-05-28,ManagerPortal
L01564,cert-enterprise-ai-safety,M035,pending,,ManagerPortal
L01565,cert-enterprise-ai-safety,M049,approved,2026-05-11,ManagerPortal
L01566,cert-enterprise-ai-safety,M013,approved,2026-05-24,ManagerPortal
L01567,cert-enterprise-ai-safety,M068,approved,2026-05-15,ManagerPortal
L01568,cert-enterprise-ai-safety,M080,approved,2026-05-17,ManagerPortal
L01569,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L01570,cert-enterprise-ai-safety,M003,approved,2026-05-18,ManagerPortal
L01571,cert-enterprise-ai-safety,M005,approved,2026-05-03,ManagerPortal
L01572,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L01573,cert-enterprise-ai-safety,M039,pending,,ManagerPortal
L01574,cert-enterprise-ai-safety,M018,approved,2026-04-23,ManagerPortal
L01575,cert-enterprise-ai-safety,M047,approved,2026-04-29,ManagerPortal
L01576,cert-enterprise-ai-safety,M022,approved,2026-05-15,ManagerPortal
L01577,cert-enterprise-ai-safety,M059,approved,2026-06-02,ManagerPortal
L01578,cert-enterprise-ai-safety,M016,approved,2026-05-24,ManagerPortal
L01579,cert-enterprise-ai-safety,M072,approved,2026-06-05,ManagerPortal
L01580,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L01581,cert-enterprise-ai-safety,M057,approved,2026-04-25,ManagerPortal
L01582,cert-enterprise-ai-safety,M035,approved,2026-05-03,ManagerPortal
L01583,cert-enterprise-ai-safety,M008,approved,2026-05-08,ManagerPortal
L01584,cert-enterprise-ai-safety,M054,approved,2026-05-19,ManagerPortal
L01585,cert-enterprise-ai-safety,M074,approved,2026-04-27,ManagerPortal
L01586,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L01587,cert-enterprise-ai-safety,M030,approved,2026-06-02,ManagerPortal
L01588,cert-enterprise-ai-safety,M079,approved,2026-06-06,ManagerPortal
L01589,cert-enterprise-ai-safety,M037,pending,,ManagerPortal
L01590,cert-enterprise-ai-safety,M030,approved,2026-04-28,ManagerPortal
L01591,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L01592,cert-enterprise-ai-safety,M028,pending,,ManagerPortal
L01593,cert-enterprise-ai-safety,M013,approved,2026-06-05,ManagerPortal
L01594,cert-enterprise-ai-safety,M035,approved,2026-05-19,ManagerPortal
L01595,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L01596,cert-enterprise-ai-safety,M005,approved,2026-05-24,ManagerPortal
L01597,cert-enterprise-ai-safety,M025,approved,2026-05-20,ManagerPortal
L01598,cert-enterprise-ai-safety,M045,approved,2026-05-12,ManagerPortal
L01599,cert-enterprise-ai-safety,M036,approved,2026-05-11,ManagerPortal
L01600,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L01601,cert-enterprise-ai-safety,M039,pending,,ManagerPortal
L01602,cert-enterprise-ai-safety,M056,approved,2026-04-24,ManagerPortal
L01603,cert-enterprise-ai-safety,M052,approved,2026-06-02,ManagerPortal
L01604,cert-enterprise-ai-safety,M018,approved,2026-04-24,ManagerPortal
L01605,cert-enterprise-ai-safety,M025,pending,,ManagerPortal
L01606,cert-enterprise-ai-safety,M011,pending,,ManagerPortal
L01607,cert-enterprise-ai-safety,M042,pending,,ManagerPortal
L01608,cert-enterprise-ai-safety,M067,approved,2026-06-06,ManagerPortal
L01609,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L01610,cert-enterprise-ai-safety,M012,approved,2026-04-29,ManagerPortal
L01611,cert-enterprise-ai-safety,M077,approved,2026-05-14,ManagerPortal
L01612,cert-enterprise-ai-safety,M020,approved,2026-05-05,ManagerPortal
L01613,cert-enterprise-ai-safety,M031,approved,2026-05-22,ManagerPortal
L01614,cert-enterprise-ai-safety,M069,approved,2026-05-15,ManagerPortal
L01615,cert-enterprise-ai-safety,M003,approved,2026-05-12,ManagerPortal
L01616,cert-enterprise-ai-safety,M056,approved,2026-05-16,ManagerPortal
L01617,cert-enterprise-ai-safety,M033,approved,2026-06-04,ManagerPortal
L01618,cert-enterprise-ai-safety,M042,pending,,ManagerPortal
L01619,cert-enterprise-ai-safety,M009,approved,2026-06-04,ManagerPortal
L01620,cert-enterprise-ai-safety,M065,approved,2026-04-23,ManagerPortal
L01621,cert-enterprise-ai-safety,M065,approved,2026-05-21,ManagerPortal
L01622,cert-enterprise-ai-safety,M068,pending,,ManagerPortal
L01623,cert-enterprise-ai-safety,M056,approved,2026-05-28,ManagerPortal
L01624,cert-enterprise-ai-safety,M016,approved,2026-05-21,ManagerPortal
L01625,cert-enterprise-ai-safety,M024,pending,,ManagerPortal
L01626,cert-enterprise-ai-safety,M028,approved,2026-05-16,ManagerPortal
L01627,cert-enterprise-ai-safety,M068,approved,2026-05-21,ManagerPortal
L01628,cert-enterprise-ai-safety,M056,approved,2026-06-06,ManagerPortal
L01629,cert-enterprise-ai-safety,M029,approved,2026-05-28,ManagerPortal
L01630,cert-enterprise-ai-safety,M011,pending,,ManagerPortal
L01631,cert-enterprise-ai-safety,M016,approved,2026-05-15,ManagerPortal
L01632,cert-enterprise-ai-safety,M036,approved,2026-06-05,ManagerPortal
L01633,cert-enterprise-ai-safety,M057,approved,2026-05-01,ManagerPortal
L01634,cert-enterprise-ai-safety,M076,approved,2026-04-28,ManagerPortal
L01635,cert-enterprise-ai-safety,M048,approved,2026-06-03,ManagerPortal
L01636,cert-enterprise-ai-safety,M033,approved,2026-06-02,ManagerPortal
L01637,cert-enterprise-ai-safety,M011,approved,2026-06-03,ManagerPortal
L01638,cert-enterprise-ai-safety,M017,approved,2026-05-10,ManagerPortal
L01639,cert-enterprise-ai-safety,M028,approved,2026-05-26,ManagerPortal
L01640,cert-enterprise-ai-safety,M001,approved,2026-04-23,ManagerPortal
L01641,cert-enterprise-ai-safety,M020,approved,2026-05-23,ManagerPortal
L01642,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L01643,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L01644,cert-enterprise-ai-safety,M039,approved,2026-05-04,ManagerPortal
L01645,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L01646,cert-enterprise-ai-safety,M043,approved,2026-05-02,ManagerPortal
L01647,cert-enterprise-ai-safety,M006,approved,2026-05-09,ManagerPortal
L01648,cert-enterprise-ai-safety,M006,approved,2026-05-01,ManagerPortal
L01649,cert-enterprise-ai-safety,M075,approved,2026-04-29,ManagerPortal
L01650,cert-enterprise-ai-safety,M042,approved,2026-05-08,ManagerPortal
L01651,cert-enterprise-ai-safety,M045,approved,2026-05-03,ManagerPortal
L01652,cert-enterprise-ai-safety,M075,approved,2026-06-05,ManagerPortal
L01653,cert-enterprise-ai-safety,M054,approved,2026-05-22,ManagerPortal
L01654,cert-enterprise-ai-safety,M070,approved,2026-04-28,ManagerPortal
L01655,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L01656,cert-enterprise-ai-safety,M058,approved,2026-05-05,ManagerPortal
L01657,cert-enterprise-ai-safety,M013,approved,2026-05-04,ManagerPortal
L01658,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
L01659,cert-enterprise-ai-safety,M004,approved,2026-04-24,ManagerPortal
L01660,cert-enterprise-ai-safety,M055,pending,,ManagerPortal
L01661,cert-enterprise-ai-safety,M001,approved,2026-05-06,ManagerPortal
L01662,cert-enterprise-ai-safety,M008,approved,2026-04-24,ManagerPortal
L01663,cert-enterprise-ai-safety,M035,approved,2026-04-26,ManagerPortal
L01664,cert-enterprise-ai-safety,M047,pending,,ManagerPortal
L01665,cert-enterprise-ai-safety,M033,approved,2026-05-17,ManagerPortal
L01666,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L01667,cert-enterprise-ai-safety,M046,approved,2026-05-15,ManagerPortal
L01668,cert-enterprise-ai-safety,M074,approved,2026-06-02,ManagerPortal
L01669,cert-enterprise-ai-safety,M009,approved,2026-05-20,ManagerPortal
L01670,cert-enterprise-ai-safety,M029,approved,2026-05-05,ManagerPortal
L01671,cert-enterprise-ai-safety,M019,approved,2026-05-03,ManagerPortal
L01672,cert-enterprise-ai-safety,M022,approved,2026-04-23,ManagerPortal
L01673,cert-enterprise-ai-safety,M036,approved,2026-05-31,ManagerPortal
L01674,cert-enterprise-ai-safety,M059,approved,2026-05-12,ManagerPortal
L01675,cert-enterprise-ai-safety,M014,approved,2026-04-29,ManagerPortal
L01676,cert-enterprise-ai-safety,M070,approved,2026-05-26,ManagerPortal
L01677,cert-enterprise-ai-safety,M029,approved,2026-05-26,ManagerPortal
L01678,cert-enterprise-ai-safety,M068,approved,2026-05-11,ManagerPortal
L01679,cert-enterprise-ai-safety,M048,approved,2026-04-30,ManagerPortal
L01680,cert-enterprise-ai-safety,M029,approved,2026-05-20,ManagerPortal
L01681,cert-enterprise-ai-safety,M044,approved,2026-06-06,ManagerPortal
L01682,cert-enterprise-ai-safety,M048,pending,,ManagerPortal
L01683,cert-enterprise-ai-safety,M041,approved,2026-04-26,ManagerPortal
L01684,cert-enterprise-ai-safety,M059,approved,2026-05-16,ManagerPortal
L01685,cert-enterprise-ai-safety,M031,pending,,ManagerPortal
L01686,cert-enterprise-ai-safety,M015,approved,2026-05-05,ManagerPortal
L01687,cert-enterprise-ai-safety,M010,approved,2026-05-02,ManagerPortal
L01688,cert-enterprise-ai-safety,M078,approved,2026-05-23,ManagerPortal
L01689,cert-enterprise-ai-safety,M078,pending,,ManagerPortal
L01690,cert-enterprise-ai-safety,M048,approved,2026-05-05,ManagerPortal
L01691,cert-enterprise-ai-safety,M003,approved,2026-05-19,ManagerPortal
L01692,cert-enterprise-ai-safety,M060,approved,2026-05-25,ManagerPortal
L01693,cert-enterprise-ai-safety,M020,pending,,ManagerPortal
L01694,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L01695,cert-enterprise-ai-safety,M058,pending,,ManagerPortal
L01696,cert-enterprise-ai-safety,M036,pending,,ManagerPortal
L01697,cert-enterprise-ai-safety,M018,approved,2026-04-24,ManagerPortal
L01698,cert-enterprise-ai-safety,M011,approved,2026-06-01,ManagerPortal
L01699,cert-enterprise-ai-safety,M002,approved,2026-05-06,ManagerPortal
L01700,cert-enterprise-ai-safety,M025,approved,2026-06-05,ManagerPortal
L01701,cert-enterprise-ai-safety,M074,approved,2026-05-15,ManagerPortal
L01702,cert-enterprise-ai-safety,M001,approved,2026-04-23,ManagerPortal
L01703,cert-enterprise-ai-safety,M027,approved,2026-05-03,ManagerPortal
L01704,cert-enterprise-ai-safety,M079,approved,2026-04-29,ManagerPortal
L01705,cert-enterprise-ai-safety,M065,approved,2026-05-09,ManagerPortal
L01706,cert-enterprise-ai-safety,M024,pending,,ManagerPortal
L01707,cert-enterprise-ai-safety,M017,approved,2026-05-05,ManagerPortal
L01708,cert-enterprise-ai-safety,M009,approved,2026-04-26,ManagerPortal
L01709,cert-enterprise-ai-safety,M075,approved,2026-05-26,ManagerPortal
L01710,cert-enterprise-ai-safety,M077,approved,2026-05-13,ManagerPortal
L01711,cert-enterprise-ai-safety,M065,approved,2026-05-04,ManagerPortal
L01712,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L01713,cert-enterprise-ai-safety,M027,approved,2026-05-28,ManagerPortal
L01714,cert-enterprise-ai-safety,M017,approved,2026-06-05,ManagerPortal
L01715,cert-enterprise-ai-safety,M042,approved,2026-06-01,ManagerPortal
L01716,cert-enterprise-ai-safety,M058,approved,2026-04-28,ManagerPortal
L01717,cert-enterprise-ai-safety,M017,approved,2026-05-14,ManagerPortal
L01718,cert-enterprise-ai-safety,M064,approved,2026-05-11,ManagerPortal
L01719,cert-enterprise-ai-safety,M015,approved,2026-06-03,ManagerPortal
L01720,cert-enterprise-ai-safety,M044,approved,2026-04-25,ManagerPortal
L01721,cert-enterprise-ai-safety,M014,approved,2026-06-01,ManagerPortal
L01722,cert-enterprise-ai-safety,M080,approved,2026-04-29,ManagerPortal
L01723,cert-enterprise-ai-safety,M034,approved,2026-05-25,ManagerPortal
L01724,cert-enterprise-ai-safety,M074,approved,2026-05-08,ManagerPortal
L01725,cert-enterprise-ai-safety,M056,pending,,ManagerPortal
L01726,cert-enterprise-ai-safety,M013,approved,2026-05-16,ManagerPortal
L01727,cert-enterprise-ai-safety,M052,approved,2026-06-03,ManagerPortal
L01728,cert-enterprise-ai-safety,M036,approved,2026-05-03,ManagerPortal
L01729,cert-enterprise-ai-safety,M045,approved,2026-05-05,ManagerPortal
L01730,cert-enterprise-ai-safety,M018,pending,,ManagerPortal
L01731,cert-enterprise-ai-safety,M044,approved,2026-04-27,ManagerPortal
L01732,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L01733,cert-enterprise-ai-safety,M044,pending,,ManagerPortal
L01734,cert-enterprise-ai-safety,M007,approved,2026-04-26,ManagerPortal
L01735,cert-enterprise-ai-safety,M058,pending,,ManagerPortal
L01736,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L01737,cert-enterprise-ai-safety,M014,approved,2026-05-17,ManagerPortal
L01738,cert-enterprise-ai-safety,M008,approved,2026-05-23,ManagerPortal
L01739,cert-enterprise-ai-safety,M022,approved,2026-05-30,ManagerPortal
L01740,cert-enterprise-ai-safety,M064,approved,2026-05-17,ManagerPortal
L01741,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L01742,cert-enterprise-ai-safety,M038,approved,2026-05-18,ManagerPortal
L01743,cert-enterprise-ai-safety,M015,approved,2026-05-11,ManagerPortal
L01744,cert-enterprise-ai-safety,M043,approved,2026-05-08,ManagerPortal
L01745,cert-enterprise-ai-safety,M074,approved,2026-05-15,ManagerPortal
L01746,cert-enterprise-ai-safety,M046,approved,2026-05-08,ManagerPortal
L01747,cert-enterprise-ai-safety,M021,pending,,ManagerPortal
L01748,cert-enterprise-ai-safety,M013,approved,2026-04-24,ManagerPortal
L01749,cert-enterprise-ai-safety,M008,pending,,ManagerPortal
L01750,cert-enterprise-ai-safety,M029,approved,2026-05-06,ManagerPortal
L01751,cert-enterprise-ai-safety,M006,approved,2026-05-25,ManagerPortal
L01752,cert-enterprise-ai-safety,M068,approved,2026-06-02,ManagerPortal
L01753,cert-enterprise-ai-safety,M056,pending,,ManagerPortal
L01754,cert-enterprise-ai-safety,M016,approved,2026-05-12,ManagerPortal
L01755,cert-enterprise-ai-safety,M073,approved,2026-05-06,ManagerPortal
L01756,cert-enterprise-ai-safety,M004,approved,2026-05-05,ManagerPortal
L01757,cert-enterprise-ai-safety,M017,approved,2026-05-16,ManagerPortal
L01758,cert-enterprise-ai-safety,M080,pending,,ManagerPortal
L01759,cert-enterprise-ai-safety,M018,approved,2026-04-28,ManagerPortal
L01760,cert-enterprise-ai-safety,M051,approved,2026-05-26,ManagerPortal
L01761,cert-enterprise-ai-safety,M070,approved,2026-04-30,ManagerPortal
L01762,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L01763,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L01764,cert-enterprise-ai-safety,M051,approved,2026-04-28,ManagerPortal
L01765,cert-enterprise-ai-safety,M005,approved,2026-05-19,ManagerPortal
L01766,cert-enterprise-ai-safety,M017,approved,2026-05-20,ManagerPortal
L01767,cert-enterprise-ai-safety,M036,approved,2026-05-31,ManagerPortal
L01768,cert-enterprise-ai-safety,M030,pending,,ManagerPortal
L01769,cert-enterprise-ai-safety,M076,approved,2026-05-16,ManagerPortal
L01770,cert-enterprise-ai-safety,M040,approved,2026-05-03,ManagerPortal
L01771,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L01772,cert-enterprise-ai-safety,M052,approved,2026-05-01,ManagerPortal
L01773,cert-enterprise-ai-safety,M066,approved,2026-04-27,ManagerPortal
L01774,cert-enterprise-ai-safety,M035,approved,2026-05-18,ManagerPortal
L01775,cert-enterprise-ai-safety,M057,approved,2026-05-07,ManagerPortal
L01776,cert-enterprise-ai-safety,M067,approved,2026-05-09,ManagerPortal
L01777,cert-enterprise-ai-safety,M063,approved,2026-05-27,ManagerPortal
