customer_id,customer_name,region,segment,annual_recurring_revenue,created_at
C0381,Northstar Synthetic 381,Asia Pacific,Growth,92000,2023-07-21
C0382,Northstar Synthetic 382,North America,Enterprise,206000,2023-06-17
C0383,Northstar Synthetic 383,Europe,Mid-Market,75000,2024-05-30
C0384,Northstar Synthetic 384,Asia Pacific,Growth,180000,2024-08-14
C0385,Northstar Synthetic 385,North America,Enterprise,138000,2024-09-20
C0386,Northstar Synthetic 386,Europe,Mid-Market,114000,2024-01-20
C0387,Northstar Synthetic 387,Asia Pacific,Growth,126000,2024-08-25
C0388,Northstar Synthetic 388,North America,Enterprise,111000,2023-09-29
C0389,Northstar Synthetic 389,Europe,Mid-Market,136000,2024-02-20
C0390,Northstar Synthetic 390,Asia Pacific,Growth,56000,2024-01-22
C0391,Northstar Synthetic 391,North America,Enterprise,73000,2023-05-09
C0392,Northstar Synthetic 392,Europe,Mid-Market,144000,2024-04-13
C0393,Northstar Synthetic 393,Asia Pacific,Growth,188000,2023-12-04
C0394,Northstar Synthetic 394,North America,Enterprise,154000,2024-09-12
C0395,Northstar Synthetic 395,Europe,Mid-Market,215000,2023-05-09
C0396,Northstar Synthetic 396,Asia Pacific,Growth,199000,2024-02-13
C0397,Northstar Synthetic 397,North America,Enterprise,145000,2023-02-19
C0398,Northstar Synthetic 398,Europe,Mid-Market,126000,2024-10-21
C0399,Northstar Synthetic 399,Asia Pacific,Growth,166000,2024-09-01
C0400,Northstar Synthetic 400,North America,Enterprise,135000,2024-01-08
C0401,Northstar Synthetic 401,Europe,Mid-Market,177000,2024-07-09
C0402,Northstar Synthetic 402,Asia Pacific,Growth,40000,2024-08-14
C0403,Northstar Synthetic 403,North America,Enterprise,199000,2023-01-27
C0404,Northstar Synthetic 404,Europe,Mid-Market,182000,2022-12-24
C0405,Northstar Synthetic 405,Asia Pacific,Growth,174000,2024-01-07
C0406,Northstar Synthetic 406,North America,Enterprise,195000,2024-08-22
C0407,Northstar Synthetic 407,Europe,Mid-Market,237000,2025-03-16
C0408,Northstar Synthetic 408,Asia Pacific,Growth,169000,2024-02-04
C0409,Northstar Synthetic 409,North America,Enterprise,151000,2023-10-05
C0410,Northstar Synthetic 410,Europe,Mid-Market,98000,2023-12-07
C0411,Northstar Synthetic 411,Asia Pacific,Growth,26000,2024-02-11
C0412,Northstar Synthetic 412,North America,Enterprise,157000,2024-03-04
C0413,Northstar Synthetic 413,Europe,Mid-Market,134000,2023-06-19
C0414,Northstar Synthetic 414,Asia Pacific,Growth,154000,2024-11-21
C0415,Northstar Synthetic 415,North America,Enterprise,190000,2023-05-06
C0416,Northstar Synthetic 416,Europe,Mid-Market,27000,2023-11-08
C0417,Northstar Synthetic 417,Asia Pacific,Growth,146000,2023-12-01
C0418,Northstar Synthetic 418,North America,Enterprise,122000,2024-10-10
C0419,Northstar Synthetic 419,Europe,Mid-Market,74000,2024-03-13
C0420,Northstar Synthetic 420,Asia Pacific,Growth,134000,2024-07-26
C0421,Northstar Synthetic 421,North America,Enterprise,86000,2024-03-26
C0422,Northstar Synthetic 422,Europe,Mid-Market,75000,2023-11-05
C0423,Northstar Synthetic 423,Asia Pacific,Growth,35000,2023-01-27
C0424,Northstar Synthetic 424,North America,Enterprise,240000,2023-07-31
C0425,Northstar Synthetic 425,Europe,Mid-Market,77000,2024-12-08
C0426,Northstar Synthetic 426,Asia Pacific,Growth,83000,2025-04-21
C0427,Northstar Synthetic 427,North America,Enterprise,224000,2023-06-24
C0428,Northstar Synthetic 428,Europe,Mid-Market,122000,2024-03-30
C0429,Northstar Synthetic 429,Asia Pacific,Growth,209000,2022-11-16
C0430,Northstar Synthetic 430,North America,Enterprise,122000,2024-10-16
C0431,Northstar Synthetic 431,Europe,Mid-Market,232000,2025-02-21
C0432,Northstar Synthetic 432,Asia Pacific,Growth,68000,2023-10-06
C0433,Northstar Synthetic 433,North America,Enterprise,186000,2023-02-02
C0434,Northstar Synthetic 434,Europe,Mid-Market,199000,2023-04-29
C0435,Northstar Synthetic 435,Asia Pacific,Growth,148000,2024-05-24
C0436,Northstar Synthetic 436,North America,Enterprise,210000,2025-01-13
C0437,Northstar Synthetic 437,Europe,Mid-Market,204000,2024-12-09
C0438,Northstar Synthetic 438,Asia Pacific,Growth,100000,2023-10-30
C0439,Northstar Synthetic 439,North America,Enterprise,66000,2024-08-10
C0440,Northstar Synthetic 440,Europe,Mid-Market,42000,2023-03-30
C0441,Northstar Synthetic 441,Asia Pacific,Growth,131000,2025-01-13
C0442,Northstar Synthetic 442,North America,Enterprise,213000,2024-07-17
C0443,Northstar Synthetic 443,Europe,Mid-Market,137000,2025-02-01
C0444,Northstar Synthetic 444,Asia Pacific,Growth,124000,2023-09-06
C0445,Northstar Synthetic 445,North America,Enterprise,147000,2024-02-25
C0446,Northstar Synthetic 446,Europe,Mid-Market,136000,2023-09-06
C0447,Northstar Synthetic 447,Asia Pacific,Growth,221000,2024-05-18
C0448,Northstar Synthetic 448,North America,Enterprise,196000,2023-08-31
C0449,Northstar Synthetic 449,Europe,Mid-Market,141000,2023-10-03
C0450,Northstar Synthetic 450,Asia Pacific,Growth,173000,2024-06-25
C0451,Northstar Synthetic 451,North America,Enterprise,155000,2024-09-26
C0452,Northstar Synthetic 452,Europe,Mid-Market,166000,2025-03-13
C0453,Northstar Synthetic 453,Asia Pacific,Growth,51000,2023-01-20
C0454,Northstar Synthetic 454,North America,Enterprise,138000,2023-02-10
C0455,Northstar Synthetic 455,Europe,Mid-Market,115000,2024-09-08
C0456,Northstar Synthetic 456,Asia Pacific,Growth,163000,2023-07-11
C0457,Northstar Synthetic 457,North America,Enterprise,228000,2024-03-26
C0458,Northstar Synthetic 458,Europe,Mid-Market,147000,2024-10-18
C0459,Northstar Synthetic 459,Asia Pacific,Growth,123000,2024-06-18
C0460,Northstar Synthetic 460,North America,Enterprise,106000,2023-07-15
C0461,Northstar Synthetic 461,Europe,Mid-Market,101000,2023-04-29
C0462,Northstar Synthetic 462,Asia Pacific,Growth,44000,2023-01-27
C0463,Northstar Synthetic 463,North America,Enterprise,67000,2023-06-01
C0464,Northstar Synthetic 464,Europe,Mid-Market,176000,2024-11-22
C0465,Northstar Synthetic 465,Asia Pacific,Growth,152000,2024-01-11
C0466,Northstar Synthetic 466,North America,Enterprise,209000,2025-03-30
C0467,Northstar Synthetic 467,Europe,Mid-Market,88000,2023-04-06
C0468,Northstar Synthetic 468,Asia Pacific,Growth,49000,2023-08-14
C0469,Northstar Synthetic 469,North America,Enterprise,176000,2023-06-25
C0470,Northstar Synthetic 470,Europe,Mid-Market,177000,2024-02-24
C0471,Northstar Synthetic 471,Asia Pacific,Growth,165000,2024-10-02
C0472,Northstar Synthetic 472,North America,Enterprise,35000,2025-03-06
C0473,Northstar Synthetic 473,Europe,Mid-Market,120000,2024-07-21
C0474,Northstar Synthetic 474,Asia Pacific,Growth,213000,2023-12-01
C0475,Northstar Synthetic 475,North America,Enterprise,84000,2024-05-06
C0476,Northstar Synthetic 476,Europe,Mid-Market,233000,2023-12-25
C0477,Northstar Synthetic 477,Asia Pacific,Growth,43000,2023-10-22
C0478,Northstar Synthetic 478,North America,Enterprise,96000,2024-10-25
C0479,Northstar Synthetic 479,Europe,Mid-Market,118000,2023-03-15
C0480,Northstar Synthetic 480,Asia Pacific,Growth,113000,2023-12-13
C0481,Northstar Synthetic 481,North America,Enterprise,113000,2023-12-11
C0482,Northstar Synthetic 482,Europe,Mid-Market,60000,2024-01-20
C0483,Northstar Synthetic 483,Asia Pacific,Growth,143000,2023-05-19
C0484,Northstar Synthetic 484,North America,Enterprise,139000,2024-02-08
C0485,Northstar Synthetic 485,Europe,Mid-Market,133000,2023-11-09
C0486,Northstar Synthetic 486,Asia Pacific,Growth,160000,2024-04-25
C0487,Northstar Synthetic 487,North America,Enterprise,24000,2023-06-07
C0488,Northstar Synthetic 488,Europe,Mid-Market,106000,2023-07-22
C0489,Northstar Synthetic 489,Asia Pacific,Growth,110000,2023-04-01
C0490,Northstar Synthetic 490,North America,Enterprise,117000,2024-09-29
C0491,Northstar Synthetic 491,Europe,Mid-Market,230000,2024-05-16
C0492,Northstar Synthetic 492,Asia Pacific,Growth,99000,2023-03-15
C0493,Northstar Synthetic 493,North America,Enterprise,62000,2024-08-20
C0494,Northstar Synthetic 494,Europe,Mid-Market,147000,2024-11-18
C0495,Northstar Synthetic 495,Asia Pacific,Growth,93000,2023-04-23
C0496,Northstar Synthetic 496,North America,Enterprise,171000,2024-01-11
C0497,Northstar Synthetic 497,Europe,Mid-Market,165000,2023-03-14
C0498,Northstar Synthetic 498,Asia Pacific,Growth,34000,2024-05-29
C0499,Northstar Synthetic 499,North America,Enterprise,198000,2024-09-03
C0500,Northstar Synthetic 500,Europe,Mid-Market,53000,2023-07-30
C0501,Northstar Synthetic 501,Asia Pacific,Growth,74000,2024-09-21
C0502,Northstar Synthetic 502,North America,Enterprise,134000,2025-03-18
C0503,Northstar Synthetic 503,Europe,Mid-Market,239000,2024-11-19
C0504,Northstar Synthetic 504,Asia Pacific,Growth,118000,2024-06-22
C0505,Northstar Synthetic 505,North America,Enterprise,198000,2022-12-05
C0506,Northstar Synthetic 506,Europe,Mid-Market,136000,2024-03-24
C0507,Northstar Synthetic 507,Asia Pacific,Growth,170000,2023-03-07
C0508,Northstar Synthetic 508,North America,Enterprise,116000,2023-10-17
C0509,Northstar Synthetic 509,Europe,Mid-Market,190000,2024-06-12
C0510,Northstar Synthetic 510,Asia Pacific,Growth,155000,2023-02-08
C0511,Northstar Synthetic 511,North America,Enterprise,181000,2024-08-05
C0512,Northstar Synthetic 512,Europe,Mid-Market,113000,2024-09-08
C0513,Northstar Synthetic 513,Asia Pacific,Growth,198000,2024-06-14
C0514,Northstar Synthetic 514,North America,Enterprise,191000,2024-03-03
C0515,Northstar Synthetic 515,Europe,Mid-Market,164000,2023-05-24
C0516,Northstar Synthetic 516,Asia Pacific,Growth,132000,2022-12-19
C0517,Northstar Synthetic 517,North America,Enterprise,64000,2022-11-10
C0518,Northstar Synthetic 518,Europe,Mid-Market,205000,2022-12-31
C0519,Northstar Synthetic 519,Asia Pacific,Growth,93000,2024-03-18
C0520,Northstar Synthetic 520,North America,Enterprise,144000,2025-03-20
C0521,Northstar Synthetic 521,Europe,Mid-Market,215000,2024-07-06
C0522,Northstar Synthetic 522,Asia Pacific,Growth,44000,2024-07-17
C0523,Northstar Synthetic 523,North America,Enterprise,127000,2024-11-02
C0524,Northstar Synthetic 524,Europe,Mid-Market,214000,2023-04-18
C0525,Northstar Synthetic 525,Asia Pacific,Growth,64000,2024-03-03
C0526,Northstar Synthetic 526,North America,Enterprise,117000,2024-10-07
C0527,Northstar Synthetic 527,Europe,Mid-Market,68000,2024-02-23
C0528,Northstar Synthetic 528,Asia Pacific,Growth,138000,2022-12-26
C0529,Northstar Synthetic 529,North America,Enterprise,97000,2023-10-01
C0530,Northstar Synthetic 530,Europe,Mid-Market,230000,2025-02-14
C0531,Northstar Synthetic 531,Asia Pacific,Growth,212000,2024-03-21
C0532,Northstar Synthetic 532,North America,Enterprise,236000,2023-07-22
C0533,Northstar Synthetic 533,Europe,Mid-Market,213000,2023-03-16
C0534,Northstar Synthetic 534,Asia Pacific,Growth,110000,2023-01-29
C0535,Northstar Synthetic 535,North America,Enterprise,204000,2022-12-29
C0536,Northstar Synthetic 536,Europe,Mid-Market,138000,2023-11-17
C0537,Northstar Synthetic 537,Asia Pacific,Growth,197000,2024-09-13
C0538,Northstar Synthetic 538,North America,Enterprise,189000,2024-10-06
C0539,Northstar Synthetic 539,Europe,Mid-Market,137000,2024-02-21
C0540,Northstar Synthetic 540,Asia Pacific,Growth,31000,2024-11-10
C0541,Northstar Synthetic 541,North America,Enterprise,30000,2024-08-13
C0542,Northstar Synthetic 542,Europe,Mid-Market,174000,2023-11-18
C0543,Northstar Synthetic 543,Asia Pacific,Growth,232000,2023-09-03
C0544,Northstar Synthetic 544,North America,Enterprise,221000,2024-02-01
C0545,Northstar Synthetic 545,Europe,Mid-Market,137000,2023-10-16
C0546,Northstar Synthetic 546,Asia Pacific,Growth,49000,2024-03-26
C0547,Northstar Synthetic 547,North America,Enterprise,187000,2024-01-25
C0548,Northstar Synthetic 548,Europe,Mid-Market,176000,2023-06-26
C0549,Northstar Synthetic 549,Asia Pacific,Growth,88000,2022-12-31
C0550,Northstar Synthetic 550,North America,Enterprise,52000,2024-05-28
C0551,Northstar Synthetic 551,Europe,Mid-Market,207000,2024-05-05
C0552,Northstar Synthetic 552,Asia Pacific,Growth,157000,2024-03-21
C0553,Northstar Synthetic 553,North America,Enterprise,173000,2024-11-30
C0554,Northstar Synthetic 554,Europe,Mid-Market,230000,2024-08-19
C0555,Northstar Synthetic 555,Asia Pacific,Growth,98000,2024-05-12
C0556,Northstar Synthetic 556,North America,Enterprise,184000,2023-07-26
C0557,Northstar Synthetic 557,Europe,Mid-Market,185000,2024-08-12
C0558,Northstar Synthetic 558,Asia Pacific,Growth,154000,2022-12-02
C0559,Northstar Synthetic 559,North America,Enterprise,204000,2023-07-09
C0560,Northstar Synthetic 560,Europe,Mid-Market,52000,2025-01-05
C0561,Northstar Synthetic 561,Asia Pacific,Growth,210000,2024-01-26
C0562,Northstar Synthetic 562,North America,Enterprise,67000,2024-05-11
C0563,Northstar Synthetic 563,Europe,Mid-Market,216000,2024-08-24
C0564,Northstar Synthetic 564,Asia Pacific,Growth,141000,2023-05-26
C0565,Northstar Synthetic 565,North America,Enterprise,218000,2024-10-30
C0566,Northstar Synthetic 566,Europe,Mid-Market,240000,2023-04-15
C0567,Northstar Synthetic 567,Asia Pacific,Growth,93000,2023-01-31
C0568,Northstar Synthetic 568,North America,Enterprise,135000,2025-04-07
C0569,Northstar Synthetic 569,Europe,Mid-Market,171000,2024-02-23
C0570,Northstar Synthetic 570,Asia Pacific,Growth,108000,2023-11-28
C0571,Northstar Synthetic 571,North America,Enterprise,133000,2023-02-13
C0572,Northstar Synthetic 572,Europe,Mid-Market,177000,2025-03-11
C0573,Northstar Synthetic 573,Asia Pacific,Growth,111000,2024-02-03
C0574,Northstar Synthetic 574,North America,Enterprise,160000,2025-02-21
C0575,Northstar Synthetic 575,Europe,Mid-Market,83000,2023-09-10
C0576,Northstar Synthetic 576,Asia Pacific,Growth,207000,2023-12-11
C0577,Northstar Synthetic 577,North America,Enterprise,140000,2023-03-26
C0578,Northstar Synthetic 578,Europe,Mid-Market,40000,2023-07-18
C0579,Northstar Synthetic 579,Asia Pacific,Growth,98000,2023-11-11
C0580,Northstar Synthetic 580,North America,Enterprise,172000,2023-12-27
C0581,Northstar Synthetic 581,Europe,Mid-Market,166000,2023-11-08
C0582,Northstar Synthetic 582,Asia Pacific,Growth,185000,2023-12-23
C0583,Northstar Synthetic 583,North America,Enterprise,141000,2023-03-11
C0584,Northstar Synthetic 584,Europe,Mid-Market,211000,2024-03-07
C0585,Northstar Synthetic 585,Asia Pacific,Growth,202000,2023-10-11
C0586,Northstar Synthetic 586,North America,Enterprise,145000,2023-06-01
C0587,Northstar Synthetic 587,Europe,Mid-Market,106000,2023-02-27
C0588,Northstar Synthetic 588,Asia Pacific,Growth,104000,2025-04-14
C0589,Northstar Synthetic 589,North America,Enterprise,235000,2024-01-17
C0590,Northstar Synthetic 590,Europe,Mid-Market,33000,2024-07-12
C0591,Northstar Synthetic 591,Asia Pacific,Growth,87000,2024-11-10
C0592,Northstar Synthetic 592,North America,Enterprise,136000,2023-03-12
C0593,Northstar Synthetic 593,Europe,Mid-Market,30000,2024-10-21
C0594,Northstar Synthetic 594,Asia Pacific,Growth,136000,2024-02-16
C0595,Northstar Synthetic 595,North America,Enterprise,164000,2025-01-07
C0596,Northstar Synthetic 596,Europe,Mid-Market,195000,2025-02-19
C0597,Northstar Synthetic 597,Asia Pacific,Growth,97000,2024-03-24
C0598,Northstar Synthetic 598,North America,Enterprise,235000,2024-02-10
C0599,Northstar Synthetic 599,Europe,Mid-Market,64000,2025-01-17
C0600,Northstar Synthetic 600,Asia Pacific,Growth,145000,2023-04-01
C0601,Northstar Synthetic 601,North America,Enterprise,90000,2023-02-05
C0602,Northstar Synthetic 602,Europe,Mid-Market,101000,2023-01-15
C0603,Northstar Synthetic 603,Asia Pacific,Growth,182000,2023-09-04
C0604,Northstar Synthetic 604,North America,Enterprise,188000,2024-04-18
C0605,Northstar Synthetic 605,Europe,Mid-Market,138000,2024-07-04
C0606,Northstar Synthetic 606,Asia Pacific,Growth,160000,2024-03-17
C0607,Northstar Synthetic 607,North America,Enterprise,168000,2024-02-17
C0608,Northstar Synthetic 608,Europe,Mid-Market,147000,2023-02-18
C0609,Northstar Synthetic 609,Asia Pacific,Growth,59000,2023-11-21
C0610,Northstar Synthetic 610,North America,Enterprise,93000,2023-02-01
C0611,Northstar Synthetic 611,Europe,Mid-Market,89000,2023-11-03
C0612,Northstar Synthetic 612,Asia Pacific,Growth,217000,2023-04-12
C0613,Northstar Synthetic 613,North America,Enterprise,163000,2023-01-25
C0614,Northstar Synthetic 614,Europe,Mid-Market,234000,2023-04-28
C0615,Northstar Synthetic 615,Asia Pacific,Growth,149000,2023-08-05
C0616,Northstar Synthetic 616,North America,Enterprise,63000,2023-09-17
C0617,Northstar Synthetic 617,Europe,Mid-Market,120000,2024-06-30
C0618,Northstar Synthetic 618,Asia Pacific,Growth,58000,2024-12-04
C0619,Northstar Synthetic 619,North America,Enterprise,163000,2023-08-08
C0620,Northstar Synthetic 620,Europe,Mid-Market,167000,2025-02-11
C0621,Northstar Synthetic 621,Asia Pacific,Growth,197000,2023-02-09
C0622,Northstar Synthetic 622,North America,Enterprise,61000,2024-04-01
C0623,Northstar Synthetic 623,Europe,Mid-Market,113000,2025-03-06
C0624,Northstar Synthetic 624,Asia Pacific,Growth,137000,2023-07-03
C0625,Northstar Synthetic 625,North America,Enterprise,153000,2024-12-02
C0626,Northstar Synthetic 626,Europe,Mid-Market,109000,2023-03-10
C0627,Northstar Synthetic 627,Asia Pacific,Growth,175000,2024-07-13
C0628,Northstar Synthetic 628,North America,Enterprise,85000,2022-12-21
C0629,Northstar Synthetic 629,Europe,Mid-Market,180000,2024-04-14
C0630,Northstar Synthetic 630,Asia Pacific,Growth,114000,2024-05-14
C0631,Northstar Synthetic 631,North America,Enterprise,52000,2025-02-21
C0632,Northstar Synthetic 632,Europe,Mid-Market,84000,2025-02-06
C0633,Northstar Synthetic 633,Asia Pacific,Growth,55000,2025-03-22
C0634,Northstar Synthetic 634,North America,Enterprise,103000,2022-12-17
C0635,Northstar Synthetic 635,Europe,Mid-Market,67000,2023-07-21
C0636,Northstar Synthetic 636,Asia Pacific,Growth,39000,2023-03-19
C0637,Northstar Synthetic 637,North America,Enterprise,79000,2023-11-13
C0638,Northstar Synthetic 638,Europe,Mid-Market,30000,2024-01-11
C0639,Northstar Synthetic 639,Asia Pacific,Growth,89000,2024-04-21
C0640,Northstar Synthetic 640,North America,Enterprise,221000,2023-12-05
C0641,Northstar Synthetic 641,Europe,Mid-Market,211000,2024-03-24
C0642,Northstar Synthetic 642,Asia Pacific,Growth,78000,2024-09-14
C0643,Northstar Synthetic 643,North America,Enterprise,54000,2025-03-26
C0644,Northstar Synthetic 644,Europe,Mid-Market,138000,2024-10-30
C0645,Northstar Synthetic 645,Asia Pacific,Growth,107000,2023-10-09
C0646,Northstar Synthetic 646,North America,Enterprise,139000,2023-01-02
C0647,Northstar Synthetic 647,Europe,Mid-Market,231000,2024-12-15
C0648,Northstar Synthetic 648,Asia Pacific,Growth,142000,2022-12-01
C0649,Northstar Synthetic 649,North America,Enterprise,44000,2024-01-13
C0650,Northstar Synthetic 650,Europe,Mid-Market,137000,2024-04-07
C0651,Northstar Synthetic 651,Asia Pacific,Growth,112000,2023-06-17
C0652,Northstar Synthetic 652,North America,Enterprise,73000,2024-05-19
C0653,Northstar Synthetic 653,Europe,Mid-Market,131000,2024-05-20
C0654,Northstar Synthetic 654,Asia Pacific,Growth,42000,2024-02-22
C0655,Northstar Synthetic 655,North America,Enterprise,211000,2023-03-15
C0656,Northstar Synthetic 656,Europe,Mid-Market,90000,2023-01-10
C0657,Northstar Synthetic 657,Asia Pacific,Growth,165000,2023-12-09
C0658,Northstar Synthetic 658,North America,Enterprise,188000,2025-01-20
C0659,Northstar Synthetic 659,Europe,Mid-Market,151000,2024-05-29
C0660,Northstar Synthetic 660,Asia Pacific,Growth,161000,2023-11-26
C0661,Northstar Synthetic 661,North America,Enterprise,167000,2023-08-08
C0662,Northstar Synthetic 662,Europe,Mid-Market,118000,2022-12-17
C0663,Northstar Synthetic 663,Asia Pacific,Growth,66000,2024-09-17
C0664,Northstar Synthetic 664,North America,Enterprise,158000,2023-08-04
C0665,Northstar Synthetic 665,Europe,Mid-Market,26000,2024-02-15
C0666,Northstar Synthetic 666,Asia Pacific,Growth,44000,2023-08-21
C0667,Northstar Synthetic 667,North America,Enterprise,80000,2023-08-11
C0668,Northstar Synthetic 668,Europe,Mid-Market,222000,2023-12-28
C0669,Northstar Synthetic 669,Asia Pacific,Growth,168000,2024-06-08
C0670,Northstar Synthetic 670,North America,Enterprise,25000,2023-05-14
C0671,Northstar Synthetic 671,Europe,Mid-Market,150000,2023-08-01
C0672,Northstar Synthetic 672,Asia Pacific,Growth,55000,2024-10-21
C0673,Northstar Synthetic 673,North America,Enterprise,139000,2023-06-29
C0674,Northstar Synthetic 674,Europe,Mid-Market,58000,2022-11-22
C0675,Northstar Synthetic 675,Asia Pacific,Growth,57000,2022-12-18
C0676,Northstar Synthetic 676,North America,Enterprise,73000,2024-11-29
C0677,Northstar Synthetic 677,Europe,Mid-Market,182000,2023-03-30
C0678,Northstar Synthetic 678,Asia Pacific,Growth,233000,2023-05-28
C0679,Northstar Synthetic 679,North America,Enterprise,35000,2023-03-10
C0680,Northstar Synthetic 680,Europe,Mid-Market,225000,2024-11-26
C0681,Northstar Synthetic 681,Asia Pacific,Growth,34000,2023-08-27
C0682,Northstar Synthetic 682,North America,Enterprise,143000,2023-08-09
C0683,Northstar Synthetic 683,Europe,Mid-Market,126000,2023-08-05
C0684,Northstar Synthetic 684,Asia Pacific,Growth,29000,2023-11-30
C0685,Northstar Synthetic 685,North America,Enterprise,38000,2023-11-15
C0686,Northstar Synthetic 686,Europe,Mid-Market,192000,2024-06-20
C0687,Northstar Synthetic 687,Asia Pacific,Growth,126000,2024-10-27
C0688,Northstar Synthetic 688,North America,Enterprise,165000,2024-05-28
C0689,Northstar Synthetic 689,Europe,Mid-Market,213000,2022-11-29
C0690,Northstar Synthetic 690,Asia Pacific,Growth,168000,2023-09-16
C0691,Northstar Synthetic 691,North America,Enterprise,33000,2023-07-12
C0692,Northstar Synthetic 692,Europe,Mid-Market,79000,2024-12-28
C0693,Northstar Synthetic 693,Asia Pacific,Growth,104000,2024-05-20
C0694,Northstar Synthetic 694,North America,Enterprise,118000,2023-12-04
C0695,Northstar Synthetic 695,Europe,Mid-Market,81000,2025-01-28
C0696,Northstar Synthetic 696,Asia Pacific,Growth,77000,2023-01-13
C0697,Northstar Synthetic 697,North America,Enterprise,36000,2023-03-12
C0698,Northstar Synthetic 698,Europe,Mid-Market,59000,2024-01-20
C0699,Northstar Synthetic 699,Asia Pacific,Growth,74000,2023-05-10
C0700,Northstar Synthetic 700,North America,Enterprise,97000,2023-05-26
C0701,Northstar Synthetic 701,Europe,Mid-Market,192000,2025-01-27
C0702,Northstar Synthetic 702,Asia Pacific,Growth,29000,2023-01-30
C0703,Northstar Synthetic 703,North America,Enterprise,219000,2023-10-12
C0704,Northstar Synthetic 704,Europe,Mid-Market,227000,2024-08-18
C0705,Northstar Synthetic 705,Asia Pacific,Growth,39000,2024-02-09
C0706,Northstar Synthetic 706,North America,Enterprise,164000,2025-02-13
C0707,Northstar Synthetic 707,Europe,Mid-Market,61000,2024-10-05
C0708,Northstar Synthetic 708,Asia Pacific,Growth,133000,2024-06-13
C0709,Northstar Synthetic 709,North America,Enterprise,169000,2023-06-29
C0710,Northstar Synthetic 710,Europe,Mid-Market,36000,2022-12-05
C0711,Northstar Synthetic 711,Asia Pacific,Growth,80000,2023-12-31
C0712,Northstar Synthetic 712,North America,Enterprise,29000,2024-07-09
C0713,Northstar Synthetic 713,Europe,Mid-Market,76000,2024-03-01
C0714,Northstar Synthetic 714,Asia Pacific,Growth,51000,2023-01-26
C0715,Northstar Synthetic 715,North America,Enterprise,107000,2024-09-10
C0716,Northstar Synthetic 716,Europe,Mid-Market,123000,2023-05-19
C0717,Northstar Synthetic 717,Asia Pacific,Growth,177000,2023-10-31
C0718,Northstar Synthetic 718,North America,Enterprise,225000,2023-11-12
C0719,Northstar Synthetic 719,Europe,Mid-Market,199000,2023-04-26
C0720,Northstar Synthetic 720,Asia Pacific,Growth,68000,2022-11-24
C0721,Northstar Synthetic 721,North America,Enterprise,133000,2023-09-29
C0722,Northstar Synthetic 722,Europe,Mid-Market,125000,2024-05-17
C0723,Northstar Synthetic 723,Asia Pacific,Growth,216000,2023-01-12
C0724,Northstar Synthetic 724,North America,Enterprise,121000,2023-05-26
C0725,Northstar Synthetic 725,Europe,Mid-Market,30000,2023-11-02
C0726,Northstar Synthetic 726,Asia Pacific,Growth,26000,2024-02-23
C0727,Northstar Synthetic 727,North America,Enterprise,138000,2023-07-25
C0728,Northstar Synthetic 728,Europe,Mid-Market,159000,2023-06-01
C0729,Northstar Synthetic 729,Asia Pacific,Growth,51000,2023-09-14
C0730,Northstar Synthetic 730,North America,Enterprise,110000,2023-03-24
C0731,Northstar Synthetic 731,Europe,Mid-Market,130000,2022-12-08
C0732,Northstar Synthetic 732,Asia Pacific,Growth,227000,2024-12-18
C0733,Northstar Synthetic 733,North America,Enterprise,220000,2025-04-05
C0734,Northstar Synthetic 734,Europe,Mid-Market,84000,2022-12-18
C0735,Northstar Synthetic 735,Asia Pacific,Growth,197000,2022-12-10
C0736,Northstar Synthetic 736,North America,Enterprise,120000,2024-09-25
C0737,Northstar Synthetic 737,Europe,Mid-Market,229000,2024-06-03
C0738,Northstar Synthetic 738,Asia Pacific,Growth,38000,2024-05-22
C0739,Northstar Synthetic 739,North America,Enterprise,166000,2022-11-19
C0740,Northstar Synthetic 740,Europe,Mid-Market,209000,2023-10-16
C0741,Northstar Synthetic 741,Asia Pacific,Growth,118000,2023-10-09
C0742,Northstar Synthetic 742,North America,Enterprise,48000,2023-01-28
C0743,Northstar Synthetic 743,Europe,Mid-Market,86000,2024-09-17
C0744,Northstar Synthetic 744,Asia Pacific,Growth,151000,2024-11-21
C0745,Northstar Synthetic 745,North America,Enterprise,214000,2022-11-19
C0746,Northstar Synthetic 746,Europe,Mid-Market,121000,2023-06-27
C0747,Northstar Synthetic 747,Asia Pacific,Growth,44000,2024-07-01
C0748,Northstar Synthetic 748,North America,Enterprise,140000,2024-06-29
C0749,Northstar Synthetic 749,Europe,Mid-Market,210000,2023-06-21
C0750,Northstar Synthetic 750,Asia Pacific,Growth,142000,2024-01-10
C0751,Northstar Synthetic 751,North America,Enterprise,209000,2024-02-10
C0752,Northstar Synthetic 752,Europe,Mid-Market,162000,2023-10-08
C0753,Northstar Synthetic 753,Asia Pacific,Growth,139000,2023-09-02
C0754,Northstar Synthetic 754,North America,Enterprise,186000,2023-10-14
C0755,Northstar Synthetic 755,Europe,Mid-Market,162000,2024-03-23
C0756,Northstar Synthetic 756,Asia Pacific,Growth,33000,2023-02-24
C0757,Northstar Synthetic 757,North America,Enterprise,80000,2022-12-22
C0758,Northstar Synthetic 758,Europe,Mid-Market,209000,2025-02-17
C0759,Northstar Synthetic 759,Asia Pacific,Growth,63000,2024-10-28
C0760,Northstar Synthetic 760,North America,Enterprise,159000,2022-12-26
C0761,Northstar Synthetic 761,Europe,Mid-Market,199000,2025-01-13
